query_name,gbif_name,iucn_assessment_year,iucn_redlist_category,AOO.range,AOO_assessment,AOO_assessment_cat,EOO.range,EOO_assessment,EOO_assessment_cat,NOP,GBIF_points_in_NA,MER,AOOkm2,AOOcat,EOOkm2,EOOcat,EOOkm2_manual,EOO_manual_cat,EOOkm2_clipped,EOO_clipped_cat,NOP_old,MER_old,AOOkm2_old,AOOcat_old,EOOkm2_old,EOOcat_old,EOOkm2_manual_old,EOO_manual_old_cat,EOOkm2_clipped_old,EOO_clipped_old_cat,NOP_recent,MER_recent,AOOkm2_recent,AOOcat_recent,EOOkm2_recent,EOOcat_recent,EOOkm2_manual_recent,EOO_manual_recent_cat,EOOkm2_clipped_recent,EOO_clipped_recent_cat
Lobelia cardinalis,Lobelia cardinalis,2015,Least Concern,NA,NA,NA,NA,NA,NA,335,Yes,42345808.44,1204,VU,22328163.4,LC,21209183.4,LC,7405401.627,LC,26,6190141.947,104,EN,3368134.006,LC,3439143.413,LC,3301596.555,LC,309,42345808.44,1096,VU,22327446.34,LC,21208815.9,LC,7405034.123,LC
Lobelia dortmanna,Lobelia dortmanna,2015,Least Concern,NA,NA,NA,NA,NA,NA,15887,Yes,27638240,27468,LC,15773420.28,LC,16541676.28,LC,6621637.964,LC,12850,6700137.541,22404,LC,3304690.606,LC,3055504.689,LC,1766635.655,LC,3037,27299202.78,7228,LC,15517521.9,LC,16307635.69,LC,6541325.77,LC
Lobelia kalmii,Lobelia kalmii,2015,Least Concern,NA,NA,NA,NA,NA,NA,79,Yes,21174003.65,256,EN,9447148.367,LC,8890073.155,LC,4744451.654,LC,14,17165104.19,44,EN,6751558.574,LC,6532066.307,LC,3241500.859,LC,65,14978241.8,216,EN,6876884.863,LC,6320320.708,LC,3110704.688,LC
Lobelia siphilitica,Lobelia siphilitica,2015,Least Concern,NA,NA,NA,NA,NA,NA,189,Yes,23068429.62,664,VU,9550135.597,LC,9487846.069,LC,3523293.856,LC,7,13552242.66,24,EN,4541406.163,LC,4395556.211,LC,1073579.511,LC,182,23068429.62,648,VU,8587166.49,LC,8434603.481,LC,3236876.951,LC
Lobelia spicata,Lobelia spicata,2015,Least Concern,NA,NA,NA,NA,NA,NA,50,Yes,2845221.024,184,EN,2076713.054,LC,2028624.914,LC,2028274.013,LC,5,912303.2205,16,EN,6303.808693,VU,6421.551373,VU,6421.551373,VU,45,2845221.024,164,EN,2074144.107,LC,2026117.093,LC,2025766.191,LC
Lomatogonium rotatum,Lomatogonium rotatum,2015,Least Concern,NA,NA,NA,NA,NA,NA,151,Yes,34634522.19,544,VU,27562458.4,LC,26763461.32,LC,16932674.35,LC,135,21891296.35,492,EN,6061563.897,LC,4077115.74,LC,1401896.744,LC,16,41431153.76,56,EN,25732036.46,LC,26421199.28,LC,16744339.79,LC
Lonicera caerulea,Lonicera caerulea,2015,Least Concern,NA,NA,NA,NA,NA,NA,5318,Yes,61989114.86,3328,LC,37750385.59,LC,40586602.79,LC,27772109.33,LC,3655,24771733.62,1984,VU,19284961.23,LC,19446816.76,LC,18181384.01,LC,1663,61989114.86,1924,VU,37206355.54,LC,40020450.31,LC,27392665.83,LC
Lophophora williamsii,Lophophora williamsii,2009,Vulnerable,NA,NA,NA,NA,NA,NA,6,Yes,85817.00804,24,EN,32664.98452,LC,32557.37555,LC,32557.37555,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85817.00804,24,EN,32664.98452,LC,32557.37555,LC,32557.37555,LC
Woodwardia areolata,Lorinseria areolata,2015,Least Concern,NA,NA,NA,NA,NA,NA,28,Yes,2790402.179,92,EN,863907.0138,LC,880564.5683,LC,842806.8216,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2790402.179,92,EN,863907.0138,LC,880564.5683,LC,842806.8216,LC
Ludwigia alternifolia,Ludwigia alternifolia,2015,Least Concern,NA,NA,NA,NA,NA,NA,35,Yes,67352661.46,120,EN,12584902.6,LC,14228330.72,LC,6014544.473,LC,1,0,4,CR,0,CR,0,CR,0,CR,34,67352661.46,116,EN,12584902.6,LC,14228330.72,LC,6014544.473,LC
Ludwigia leptocarpa,Ludwigia leptocarpa,2018,Least Concern,NA,NA,NA,NA,NA,NA,122,Yes,88318899.39,360,EN,56460412.21,LC,56206928.69,LC,19732478.48,LC,69,69914500.68,196,EN,44605731.12,LC,43065878.99,LC,14289038.16,LC,53,42999624.96,164,EN,22157574.76,LC,23027544.3,LC,5413929.368,LC
Ludwigia octovalvis,Ludwigia octovalvis,2018,Least Concern,NA,NA,NA,NA,NA,NA,1324,Yes,256259501.7,3808,LC,208337274.2,LC,207244696.5,LC,64810098.05,LC,713,269564066.4,2340,NT,213203635.9,LC,173350259.7,LC,59858555.15,LC,611,274155831.5,1504,VU,230447552.1,LC,172876947.5,LC,61230863.17,LC
Ludwigia palustris,Ludwigia palustris,2012,Least Concern,NA,NA,NA,NA,NA,NA,5124,Yes,288013893.7,5716,LC,115867997.6,LC,117603492.5,LC,42086335.51,LC,1817,254228330.6,3024,LC,63402382.74,LC,59419618.32,LC,25297972.79,LC,3307,288013893.7,3572,LC,114421452.3,LC,116866190.1,LC,41765017.42,LC
Ludwigia polycarpa,Ludwigia polycarpa,2015,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,89161.89115,16,EN,18553.60198,VU,18376.68822,VU,18376.68822,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,89161.89115,16,EN,18553.60198,VU,18376.68822,VU,18376.68822,VU
Lupinus nootkatensis,Lupinus nootkatensis,2010,Least Concern,NA,NA,NA,NA,NA,NA,515,Yes,39199487.74,1228,VU,25473125.64,LC,27321865.71,LC,16609986.39,LC,353,15161413.48,852,VU,8193877.328,LC,8297540.114,LC,2554567.287,LC,162,38544919.9,472,EN,24526629.96,LC,26939482.01,LC,16348145.96,LC
Lupinus texensis,Lupinus texensis,2010,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,197084.225,76,EN,128049.1183,LC,130206.6415,LC,130206.6415,LC,5,82161.14977,20,EN,21429.13658,NT,21924.02108,NT,21924.02108,NT,14,139709.071,56,EN,82330.46213,LC,83717.57569,LC,83717.57569,LC
Luzula wahlenbergii,Luzula wahlenbergii,2015,Least Concern,NA,NA,NA,NA,NA,NA,627,No,20516586.23,2032,NT,9600955.783,LC,11034847.72,LC,9007640.138,LC,443,20347948.58,1516,VU,9587262.355,LC,11026757.28,LC,9006271.216,LC,184,4999071.841,608,VU,2670219.72,LC,2713314.963,LC,1143120.219,LC
Lycopodiella inundata,Lycopodiella inundata,2013,Least Concern,NA,NA,NA,NA,NA,NA,13004,Yes,52381118.34,17436,LC,29208712.1,LC,29511019.88,LC,16798091.2,LC,7342,40234574.12,13180,LC,19942824.95,LC,20895653.26,LC,11437171.52,LC,5662,41962620.31,6536,LC,21396610.13,LC,20978982.56,LC,9758904.29,LC
Lycopus americanus,Lycopus americanus,2015,Least Concern,NA,NA,NA,NA,NA,NA,174,Yes,8509917.193,252,EN,5339259.892,LC,5291496.606,LC,5219186.862,LC,2,139564.7464,8,CR,0,CR,0,CR,0,CR,172,8509917.193,244,EN,5339259.892,LC,5291496.606,LC,5219186.862,LC
Lycopus asper,Lycopus asper,2015,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,3572165.572,12,EN,1618436.693,LC,1640181.986,LC,1640181.986,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3572165.572,12,EN,1618436.693,LC,1640181.986,LC,1640181.986,LC
Lycopus europaeus,Lycopus europaeus,2013,Least Concern,NA,NA,NA,NA,NA,NA,7268,No,196689576.4,14476,LC,51963867.21,LC,45171271.83,LC,25251285.86,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7268,196689576.4,14476,LC,51963867.21,LC,45171271.83,LC,25251285.86,LC
Lycopus uniflorus,Lycopus uniflorus,2015,Least Concern,NA,NA,NA,NA,NA,NA,238,Yes,26224527.5,300,EN,16390485.3,LC,26059247.28,LC,17922884.82,LC,3,13591637.26,12,EN,4447892.586,LC,6995051.457,LC,4761537.104,LC,235,26224527.5,272,EN,16390485.3,LC,26059247.28,LC,17922884.82,LC
Lycopus virginicus,Lycopus virginicus,2015,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,324981.4956,16,EN,91655.62632,LC,90869.70268,LC,90869.70268,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,324981.4956,16,EN,91655.62632,LC,90869.70268,LC,90869.70268,LC
Lysichiton americanus,Lysichiton americanus,2015,Least Concern,NA,NA,NA,NA,NA,NA,1283,Yes,33689491.94,2656,NT,23189328.38,LC,22121644.93,LC,12092935.14,LC,358,22771564.27,836,VU,16865989.48,LC,16554393.5,LC,9022756.184,LC,925,33689491.94,2120,NT,23189328.38,LC,22121644.93,LC,12092935.14,LC
Lysiloma latisiliquum,Lysiloma latisiliquum,2018,Least Concern,2236,2236,NT,2364615.97,2364615.97,LC,95,Yes,9632473.151,128,EN,3812445.714,LC,3723713.866,LC,268990.1924,LC,17,67858.76367,32,EN,6787.649715,VU,6740.559839,VU,6740.559839,VU,78,8576982.33,96,EN,3425951.947,LC,3355619.476,LC,231944.9744,LC
Lysiloma watsonii,Lysiloma watsonii,2018,Least Concern,244,244,EN,888901.55,888901.55,LC,4,Yes,134577.775,16,EN,15565.89146,VU,13224.52839,VU,13224.52839,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,134577.775,16,EN,15565.89146,VU,13224.52839,VU,13224.52839,VU
Lysimachia ciliata,Lysimachia ciliata,2015,Least Concern,NA,NA,NA,NA,NA,NA,241,Yes,33023972.72,772,VU,18586459.39,LC,18439452.38,LC,9221914.26,LC,84,16733074.74,228,EN,9027045.838,LC,9340950.938,LC,3401394.489,LC,157,33021893.03,540,VU,17323439.89,LC,16927679.63,LC,8695673.513,LC
Lysimachia maritima,Lysimachia maritima,2015,Least Concern,NA,NA,NA,NA,NA,NA,39593,Yes,69469115.55,36120,LC,42282036.69,LC,42264863.66,LC,27164186.86,LC,20774,60788304.59,24040,LC,27230658.13,LC,27913497.45,LC,15429255.55,LC,18819,58579348.32,19004,LC,37120479.77,LC,37846914.99,LC,24118146.46,LC
Lysimachia punctata,Lysimachia punctata,2013,Least Concern,NA,NA,NA,NA,NA,NA,11332,Yes,23889826.42,27676,LC,15203227.08,LC,15852177.83,LC,7056021.384,LC,6495,8341494.408,16220,LC,5473402.29,LC,5251953.237,LC,2903390.288,LC,4837,23889826.42,13532,LC,13342942.18,LC,14979541.35,LC,6888028.291,LC
Lysimachia terrestris,Lysimachia terrestris,2015,Least Concern,NA,NA,NA,NA,NA,NA,86,Yes,10198136.23,308,EN,3793919.563,LC,3579354.101,LC,1646578.847,LC,13,8016654.483,44,EN,1997398.639,LC,1914784.189,LC,638540.3379,LC,73,10173613.22,272,EN,3593165.788,LC,3336194.901,LC,1626355.871,LC
Lysimachia thyrsiflora,Lysimachia thyrsiflora,2015,Least Concern,NA,NA,NA,NA,NA,NA,42445,Yes,59323180.51,75356,LC,44460321.58,LC,44020762.42,LC,28762039.71,LC,27827,25030925.99,53416,LC,13005939.79,LC,14296884.11,LC,6493452.759,LC,14618,59323180.51,28380,LC,44429311.23,LC,43988317.07,LC,28748701.38,LC
Lysimachia vulgaris,Lysimachia vulgaris,2013,Least Concern,NA,NA,NA,NA,NA,NA,1689,No,9380977.189,2964,NT,4833601.57,LC,4755419.389,LC,3545438.363,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1689,9380977.189,2964,NT,4833601.57,LC,4755419.389,LC,3545438.363,LC
Lythrum alatum,Lythrum alatum,2015,Least Concern,NA,NA,NA,NA,NA,NA,31,Yes,3089671.698,124,EN,2509459.067,LC,2569279.103,LC,2105464.135,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3089671.698,124,EN,2509459.067,LC,2569279.103,LC,2105464.135,LC
Lythrum hyssopifolia,Lythrum hyssopifolia,2012,Least Concern,NA,NA,NA,NA,NA,NA,14319,Yes,331688253,27552,LC,118511925.6,LC,117757209,LC,48151170.12,LC,6706,204987209.6,16372,LC,62389119.57,LC,63314168.19,LC,29040703.56,LC,7613,322321960.5,14308,LC,108404528,LC,108328269,LC,43246804.09,LC
Lythrum junceum,Lythrum junceum,2013,Least Concern,NA,NA,NA,NA,NA,NA,2038,No,188428478,3592,LC,44418009.97,LC,42045600.77,LC,20258598.73,LC,1216,188381655.7,1876,VU,44390512.13,LC,42016747.87,LC,20249827.91,LC,822,176986754.8,2420,NT,31036153.15,LC,29595389.13,LC,13867502.09,LC
Lythrum portula,Lythrum portula,2013,Least Concern,NA,NA,NA,NA,NA,NA,22644,Yes,37678414.57,35348,LC,19052574.08,LC,19684337.46,LC,8735890.135,LC,14007,15165757.11,25752,LC,8068986,LC,7894707.016,LC,4100255.965,LC,8637,37678414.57,15996,LC,19052574.08,LC,19684337.46,LC,8735890.135,LC
Maackia amurensis,Maackia amurensis,2010,Least Concern,NA,NA,NA,NA,NA,NA,33,No,13956659.48,28,EN,1340891,LC,1271312.65,LC,1161955.626,LC,12,12072.57833,24,EN,827.882843,EN,832.6480733,EN,832.043173,EN,21,12387799.99,8,CR,10.46978648,CR,12.30552995,CR,11.14869596,CR
Maclura pomifera,Maclura pomifera,2018,Least Concern,NA,NA,NA,NA,NA,NA,1062,Yes,251369631.5,2672,NT,85474990.39,LC,136425862.7,LC,51317619.35,LC,93,262099569.4,272,EN,130070870.2,LC,126167171.6,LC,45961403.94,LC,969,243604705.8,2452,NT,84708710.36,LC,128948270.5,LC,48654822.92,LC
Magnolia acuminata,Magnolia acuminata,2012,Least Concern,NA,NA,NA,NA,NA,NA,21,Yes,14731508.13,36,EN,4458795.088,LC,4388636.111,LC,815655.9628,LC,6,258839.2702,16,EN,25944.13443,NT,26065.72818,NT,21093.42213,NT,15,14731508.13,24,EN,4376507.202,LC,4310137.874,LC,755446.5828,LC
Magnolia fraseri,Magnolia fraseri,2012,Least Concern,130000,130000,LC,154942,154942,LC,13,Yes,415587.8881,36,EN,65835.38422,LC,64640.65768,LC,64640.65768,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,415587.8881,36,EN,65835.38422,LC,64640.65768,LC,64640.65768,LC
Magnolia grandiflora,Magnolia grandiflora,2007,Least Concern,NA,NA,NA,NA,NA,NA,40,Yes,320216456.9,84,EN,105229255.4,LC,131990224.5,LC,53027804.18,LC,7,404144.9945,28,EN,224542.8295,LC,226513.936,LC,221765.2862,LC,33,311685122,56,EN,102669231.7,LC,129081807.7,LC,51657523.72,LC
Magnolia macrophylla,Magnolia macrophylla,2007,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,0,4,CR,0,CR,0,CR,0,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,CR,0,CR,0,CR,0,CR
Magnolia tripetala,Magnolia tripetala,2012,Least Concern,1148,1148,VU,1379379,1379379,LC,13,Yes,13542340.93,44,EN,1318426.143,LC,1188621.109,LC,235347.154,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13542340.93,44,EN,1318426.143,LC,1188621.109,LC,235347.154,LC
Magnolia virginiana,Magnolia virginiana,2012,Least Concern,NA,NA,NA,NA,NA,NA,18,Yes,23517145.88,44,EN,6790809.185,LC,6242994.331,LC,1066935.274,LC,3,11971.96724,8,CR,0,CR,0,CR,0,CR,15,1875879.936,36,EN,1063767.384,LC,1067094.69,LC,749961.5997,LC
Malpighia glabra,Malpighia glabra,2018,Least Concern,NA,NA,NA,NA,NA,NA,215,Yes,32863867.56,180,EN,14625248.48,LC,15363379.12,LC,3857171.982,LC,1,0,4,CR,0,CR,0,CR,0,CR,214,13832545.96,176,EN,5977206.984,LC,6148669.806,LC,2427036.312,LC
Malus angustifolia,Malus angustifolia,2018,Least Concern,344,344,EN,2200979.93,2200979.93,LC,10,Yes,920260.8657,40,EN,543860.8269,LC,548601.6181,LC,534246.8024,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,920260.8657,40,EN,543860.8269,LC,548601.6181,LC,534246.8024,LC
Malus coronaria,Malus coronaria,2018,Least Concern,452,452,EN,3727531.6,3727531.6,LC,23,Yes,633132.43,92,EN,374227.4582,LC,373727.093,LC,373727.093,LC,1,0,4,CR,0,CR,0,CR,0,CR,22,633132.43,88,EN,374227.4582,LC,373727.093,LC,373727.093,LC
Malus fusca,Malus fusca,2014,Least Concern,NA,NA,NA,1190221,1190221,LC,21,Yes,1335355.913,68,EN,256022.1535,LC,244560.6254,LC,133089.5339,LC,2,20.89623378,8,CR,0,CR,0,CR,NA,NA,19,1335355.913,64,EN,249943.0028,LC,235088.6452,LC,132296.5455,LC
Malus ioensis,Malus ioensis,2018,Least Concern,632,632,VU,1770046.74,1770046.74,LC,8,Yes,115355219,32,EN,5900186.849,LC,26914278.75,LC,9636217.563,LC,3,78118.74424,12,EN,2760.249493,EN,2757.107043,EN,2757.107043,EN,5,1286652.158,20,EN,450315.8659,LC,447166.7559,LC,447166.7559,LC
Mammillaria dioica,Mammillaria dioica,2010,Least Concern,NA,NA,NA,NA,NA,NA,8,Yes,6857.941366,28,EN,3942.424792,EN,3954.137755,EN,3866.359523,EN,1,0,4,CR,0,CR,0,CR,NA,NA,7,6857.941366,24,EN,3627.112477,EN,3637.644342,EN,3637.580893,EN
Mammillaria grahamii,Mammillaria grahamii,2009,Least Concern,NA,NA,NA,NA,NA,NA,12,Yes,538141.7835,48,EN,197740.9495,LC,215730.0192,LC,215649.4156,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,538141.7835,48,EN,197740.9495,LC,215730.0192,LC,215649.4156,LC
Mammillaria heyderi,Mammillaria heyderi,2009,Least Concern,NA,NA,NA,NA,NA,NA,8,Yes,881154.7413,32,EN,317679.8714,LC,311242.7089,LC,311242.7089,LC,1,0,4,CR,0,CR,0,CR,0,CR,7,732813.8292,28,EN,238839.6314,LC,231797.9057,LC,231797.9057,LC
Mammillaria pottsii,Mammillaria pottsii,2009,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,38838.6879,16,EN,18943.19528,VU,18970.73285,VU,18970.73285,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,38838.6879,16,EN,18943.19528,VU,18970.73285,VU,18970.73285,VU
Mammillaria tetrancistra,Mammillaria tetrancistra,2010,Least Concern,NA,NA,NA,NA,NA,NA,12,Yes,184774.3492,48,EN,96410.89954,LC,98354.16157,LC,98354.16157,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,184774.3492,48,EN,96410.89954,LC,98354.16157,LC,98354.16157,LC
Manihot angustiloba,Manihot angustiloba,2017,Least Concern,652,652,VU,1898036,1898036,LC,6,Yes,1002747.286,8,CR,58.42157182,CR,63.34527174,CR,63.34527174,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1002747.286,8,CR,58.42157182,CR,63.34527174,CR,63.34527174,CR
Manilkara jaimiqui,Manilkara jaimiqui,2018,Least Concern,200,200,EN,1474182.45,1474182.45,LC,8,No,75322.27982,24,EN,16169.31535,VU,16301.63787,VU,1920.435227,EN,1,0,4,CR,0,CR,0,CR,NA,NA,7,58444.39528,20,EN,7815.342553,VU,7869.094933,VU,847.567609,EN
Marsilea minuta,Marsilea minuta,2018,Least Concern,NA,NA,NA,NA,NA,NA,45,No,44718787.95,112,EN,29901461.56,LC,30217642.99,LC,22159173.31,LC,35,44552239.18,88,EN,20541034.78,LC,20432405.41,LC,17901707.04,LC,10,24388561.68,24,EN,10886614.21,LC,11091761.37,LC,5252005.784,LC
Marsilea quadrifolia,Marsilea quadrifolia,2010,Least Concern,NA,NA,NA,NA,NA,NA,1344,No,23129390.31,1048,VU,9554638.54,LC,10145757.66,LC,8256122.16,LC,661,2661525.799,808,VU,1307874.971,LC,1298420.958,LC,1112930.949,LC,683,21654973,480,EN,8215911.672,LC,8724745.314,LC,7240149.937,LC
Melochia pyramidata,Melochia pyramidata,2018,Least Concern,5132,5132,LC,33135581.87,33135581.87,LC,235,Yes,238983317.5,628,VU,148734859.6,LC,64677703.75,LC,20933654.04,LC,129,119830654.1,348,EN,34309908.9,LC,38741152.52,LC,10828200.18,LC,106,190271469.7,312,EN,98468800.22,LC,59106405.46,LC,18877574.05,LC
Mentha arvensis,Mentha arvensis,2015,Least Concern,NA,NA,NA,NA,NA,NA,42301,Yes,162917827.8,67940,LC,117091206.7,LC,111197325.4,LC,70855797.68,LC,21517,28345686.41,38844,LC,17275761.22,LC,16976048.38,LC,15511798.01,LC,20784,162917827.8,38008,LC,114470649,LC,109076433.6,LC,68867446.13,LC
Mentha pulegium,Mentha pulegium,2013,Least Concern,NA,NA,NA,NA,NA,NA,12829,Yes,331430021.7,16576,LC,183721691.2,LC,174743264.4,LC,79150298.84,LC,6167,395985046.5,9272,LC,216670834.7,LC,65649141.74,LC,28785472.05,LC,6662,330095851,10344,LC,182679264.4,LC,172853998.2,LC,78438915.56,LC
Mentha spicata,Mentha spicata,2013,Least Concern,NA,NA,NA,NA,NA,NA,7149,Yes,305009127.4,16880,LC,114240624,LC,112730884.5,LC,46577262.49,LC,4877,228063148.2,11668,LC,64860994.72,LC,65809702.44,LC,30316934.89,LC,2272,294883516,6408,LC,112259455.2,LC,110643393.6,LC,46189707.9,LC
Mentha suaveolens,Mentha suaveolens,2013,Least Concern,NA,NA,NA,NA,NA,NA,38445,No,220215590.4,38336,LC,52103748.27,LC,47038990.85,LC,23603971.71,LC,16016,235418526.1,21080,LC,26897651.63,LC,45567533.46,LC,22536416.25,LC,22429,15423792.71,25792,LC,10405442.84,LC,10380283.84,LC,5512056.534,LC
Menyanthes trifoliata,Menyanthes trifoliata,2013,Least Concern,NA,NA,NA,NA,NA,NA,33156,Yes,69792850.21,56580,LC,54896822.1,LC,54802589.17,LC,37326575.27,LC,8511,47549014.35,17392,LC,23588106.79,LC,22062543.35,LC,11197166.05,LC,24645,69176925.36,43012,LC,54793799.19,LC,54696923.23,LC,37252323.57,LC
Tetrazygia bicolor,Miconia bicolor,2018,Least Concern,316,316,EN,5559815.63,5559815.63,LC,18,Yes,2723.155356,44,EN,535.0841338,EN,537.7129153,EN,537.7129153,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2723.155356,44,EN,535.0841338,EN,537.7129153,EN,537.7129153,EN
Saxifraga foliolosa,Micranthes foliolosa,2015,Least Concern,NA,NA,NA,NA,NA,NA,310,No,24271708.82,1156,VU,15815234.19,LC,14087821.24,LC,11246205.73,LC,308,24227989.09,1148,VU,15814528.42,LC,14087821.24,LC,11246205.73,LC,2,41.7502593,8,CR,0,CR,0,CR,0,CR
Microseris borealis,Microseris borealis,2015,Least Concern,NA,NA,NA,NA,NA,NA,8,Yes,1060536.819,24,EN,23891.93789,NT,35743.22107,LC,13971.76826,VU,1,0,4,CR,0,CR,0,CR,NA,NA,7,238661.1569,20,EN,1891.26368,EN,1893.682555,EN,1412.121889,EN
Mimosa aculeaticarpa,Mimosa aculeaticarpa,2018,Least Concern,3020,3020,LC,9612341.35,9612341.35,LC,108,Yes,14672399.64,364,EN,8337236.304,LC,8460152.544,LC,3317398.78,LC,14,1572282.485,52,EN,220341.4754,LC,238284.3402,LC,238284.3402,LC,94,13736415.51,308,EN,7835645.643,LC,7947335.871,LC,3208624.25,LC
Mimosa quadrivalvis,Mimosa quadrivalvis,2018,Least Concern,3420,3420,LC,28203075.71,28203075.71,LC,377,Yes,93497280.37,1108,VU,43333330.53,LC,47512964.8,LC,19873925.9,LC,116,82804684.08,372,EN,28107135.76,LC,30798473.44,LC,12827842.09,LC,261,48202396.66,756,VU,22252945.91,LC,24448330.18,LC,7239744.932,LC
Mimulus alatus,Mimulus alatus,2015,Least Concern,NA,NA,NA,NA,NA,NA,27,Yes,2173760.421,96,EN,1152765.85,LC,1148504.447,LC,1148482.105,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2173760.421,96,EN,1152765.85,LC,1148504.447,LC,1148482.105,LC
Mimulus ringens,Mimulus ringens,2015,Least Concern,NA,NA,NA,NA,NA,NA,119,Yes,16458947.11,444,EN,8322003.761,LC,7955716.532,LC,3181418.034,LC,13,9537900.997,48,EN,3039309.588,LC,2976216.642,LC,728510.5713,LC,106,15537163.98,392,EN,6717029.684,LC,6187444.217,LC,2813188.136,LC
Montia fontana,Montia fontana,2013,Least Concern,NA,NA,NA,NA,NA,NA,32792,No,370897370.9,57472,LC,231753008.9,LC,209992325.9,LC,67539619.32,LC,24264,309356287.5,45316,LC,163176269,LC,158549626.6,LC,52947927.39,LC,8528,364168893.1,18780,LC,218420277.8,LC,192144607.3,LC,62080560.01,LC
Montia parvifolia,Montia parvifolia,2015,Least Concern,NA,NA,NA,NA,NA,NA,26,Yes,21768509.04,92,EN,11962502.75,LC,10969237.32,LC,7914952.087,LC,4,19792.82663,16,EN,392.1139904,EN,386.0587684,EN,285.447558,EN,22,21602812.32,80,EN,10731940.53,LC,9499049.19,LC,7369998.276,LC
Morella californica,Morella californica,2018,Least Concern,NA,NA,NA,NA,NA,NA,176,Yes,745206.4851,464,EN,296012.663,LC,349213.3064,LC,306188.2537,LC,2,206927.1695,8,CR,0,CR,0,CR,0,CR,174,745206.4851,460,EN,296012.663,LC,349213.3064,LC,306188.2537,LC
Morella cerifera,Morella cerifera,2018,Least Concern,NA,NA,NA,NA,NA,NA,887,Yes,20892646.96,1396,VU,9274674.89,LC,9635620.572,LC,3822326.406,LC,64,1687162.258,20,EN,7640.048844,VU,8088.058545,VU,3844.697716,EN,823,20892646.96,1400,VU,9274674.89,LC,9635620.572,LC,3822326.406,LC
Morella pensylvanica,Morella pensylvanica,2018,Least Concern,1092,1092,VU,1937016.17,1937016.17,LC,260,Yes,21846351.15,772,VU,6470883.581,LC,6254255.066,LC,1280608.157,LC,12,10012443.08,36,EN,1414166.849,LC,1190698.807,LC,202843.5865,LC,248,21846351.15,780,VU,5225915.014,LC,4120472.029,LC,867824.9984,LC
Morinda royoc,Morinda royoc,2018,Least Concern,2076,2076,NT,5388481.57,5388481.57,LC,22,Yes,1591217.43,64,EN,847707.5455,LC,863944.3037,LC,197846.2151,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1591217.43,64,EN,847707.5455,LC,863944.3037,LC,197846.2151,LC
Morus microphylla,Morus microphylla,2018,Least Concern,NA,NA,NA,NA,NA,NA,34,Yes,864972.2577,128,EN,535934.3177,LC,537809.8637,LC,537809.8637,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,864972.2577,128,EN,535934.3177,LC,537809.8637,LC,537809.8637,LC
Morus rubra,Morus rubra,2018,Least Concern,NA,NA,NA,NA,NA,NA,247,Yes,86334652.12,892,VU,45353412.16,LC,43096766.05,LC,12952893.03,LC,8,2213383.747,28,EN,1103680.259,LC,1086660.24,LC,1086660.24,LC,239,84682730.87,860,VU,44684948.61,LC,42454134.42,LC,12310261.4,LC
Muhlenbergia glomerata,Muhlenbergia glomerata,2015,Least Concern,NA,NA,NA,NA,NA,NA,128,Yes,1183453.305,132,EN,595418.5101,LC,592352.662,LC,582136.9226,LC,2,41379.7213,8,CR,0,CR,0,CR,0,CR,126,1150379.868,112,EN,576907.7746,LC,573403.3377,LC,563368.2112,LC
Muhlenbergia uniflora,Muhlenbergia uniflora,2015,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,1150532.358,16,EN,228635.8681,LC,240428.3758,LC,237828.657,LC,1,0,4,CR,0,CR,0,CR,0,CR,3,487421.5975,12,EN,121674.4838,LC,125125.4548,LC,123174.8583,LC
