query_name,gbif_name,iucn_assessment_year,iucn_redlist_category,AOO.range,AOO_assessment,AOO_assessment_cat,EOO.range,EOO_assessment,EOO_assessment_cat,NOP,GBIF_points_in_NA,MER,AOOkm2,AOOcat,EOOkm2,EOOcat,EOOkm2_manual,EOO_manual_cat,EOOkm2_clipped,EOO_clipped_cat,NOP_old,MER_old,AOOkm2_old,AOOcat_old,EOOkm2_old,EOOcat_old,EOOkm2_manual_old,EOO_manual_old_cat,EOOkm2_clipped_old,EOO_clipped_old_cat,NOP_recent,MER_recent,AOOkm2_recent,AOOcat_recent,EOOkm2_recent,EOOcat_recent,EOOkm2_manual_recent,EOO_manual_recent_cat,EOOkm2_clipped_recent,EOO_clipped_recent_cat
Myrcianthes fragrans,Myrcianthes fragrans,2018,Least Concern,NA,NA,NA,11300000,11300000,LC,15,Yes,6015486.368,56,EN,2878261.58,LC,3224615.034,LC,982620.6125,LC,2,0,4,CR,0,CR,0,CR,0,CR,13,2177989.537,52,EN,620829.8494,LC,614621.6935,LC,289153.4757,LC
Myrica gale,Myrica gale,2015,Least Concern,NA,NA,NA,NA,NA,NA,37423,Yes,68798834.28,52756,LC,48005520.15,LC,48438862.06,LC,31951816.79,LC,19242,22724832.05,33712,LC,10412912.33,LC,11572210.05,LC,2766642.153,LC,18181,67983300.35,26608,LC,47543315.5,LC,47907414.87,LC,31570358.86,LC
Myriophyllum alterniflorum,Myriophyllum alterniflorum,2015,Least Concern,NA,NA,NA,NA,NA,NA,24902,No,14244576.29,48148,LC,10178885.19,LC,9752718.6,LC,3598387.49,LC,19544,14244576.29,38528,LC,10174109.69,LC,9749781.14,LC,3595450.031,LC,5358,13718420.09,13396,LC,9678374.413,LC,9346338.797,LC,3500797.101,LC
Myriophyllum heterophyllum,Myriophyllum heterophyllum,2015,Least Concern,NA,NA,NA,NA,NA,NA,165,Yes,24691878.05,276,EN,6431129.87,LC,7422847.973,LC,1664587.117,LC,6,508191.5661,8,CR,764.0875209,EN,769.5920998,EN,630.1503698,EN,159,24691878.05,276,EN,6431129.87,LC,7422847.973,LC,1664587.117,LC
Myriophyllum hippuroides,Myriophyllum hippuroides,2015,Least Concern,NA,NA,NA,NA,NA,NA,10,No,3.085410326,8,CR,0.135425005,CR,0.135013761,CR,0.135013761,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3.085410326,8,CR,0.135425005,CR,0.135013761,CR,0.135013761,CR
Myriophyllum quitense,Myriophyllum quitense,2015,Least Concern,NA,NA,NA,NA,NA,NA,4,No,528949.0466,16,EN,11767.49082,VU,11613.13508,VU,11613.13508,VU,3,56600.12168,12,EN,3642.357173,EN,3712.720795,EN,3712.720795,EN,1,0,4,CR,0,CR,0,CR,0,CR
Myriophyllum sibiricum,Myriophyllum sibiricum,2015,Least Concern,NA,NA,NA,NA,NA,NA,1673,Yes,41318878.27,3140,LC,29711094.99,LC,30067650.28,LC,20481463.57,LC,951,33727376.05,2008,NT,9522126.962,LC,8622095.599,LC,2866070.728,LC,722,23974723.68,1304,VU,13353746.85,LC,12608683.03,LC,11925151.12,LC
Myriophyllum spicatum,Myriophyllum spicatum,2018,Least Concern,NA,NA,NA,NA,NA,NA,39631,Yes,247947242.4,41168,LC,138687968.3,LC,136572438.3,LC,73903018.49,LC,25006,187348602.8,28524,LC,98847022.38,LC,96696421.5,LC,60291073.32,LC,14625,239163042.1,19268,LC,134270403.7,LC,131889920.1,LC,70232270.94,LC
Myriophyllum tenellum,Myriophyllum tenellum,2015,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,152201.4236,16,EN,25603.08534,NT,25812.13286,NT,25812.13286,NT,1,0,4,CR,0,CR,0,CR,0,CR,3,152201.4236,12,EN,16607.50172,VU,16828.59285,VU,16828.59285,VU
Myriophyllum verticillatum,Myriophyllum verticillatum,2013,Least Concern,NA,NA,NA,NA,NA,NA,7789,No,46246579.9,14548,LC,37617984.22,LC,36689598.15,LC,31995687.89,LC,5288,42674486.64,11328,LC,33814680.98,LC,32867543.12,LC,28991665.81,LC,2501,31867079.2,4308,LC,20441387.45,LC,20774966.82,LC,18101418.42,LC
Myrsine cubana,Myrsine floridana,2018,Least Concern,NA,NA,NA,NA,NA,NA,20,Yes,84720.37375,68,EN,40807.29593,LC,40449.46169,LC,33916.33995,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,84720.37375,68,EN,40807.29593,LC,40449.46169,LC,33916.33995,LC
Najas flexilis,Najas flexilis,2015,Least Concern,NA,NA,NA,NA,NA,NA,866,Yes,30931096.74,516,VU,13679434.08,LC,14822839.89,LC,9215042.565,LC,724,28173894.41,428,EN,12300776.01,LC,13558726.29,LC,8557110.77,LC,142,20219985.63,152,EN,6702914.026,LC,7978703.536,LC,3435155.012,LC
Najas marina,Najas marina,2018,Least Concern,NA,NA,NA,NA,NA,NA,10345,Yes,287145947.8,10412,LC,184500671,LC,178471410.9,LC,82361030.13,LC,5563,178754226,7116,LC,113426016,LC,111305632.9,LC,65650174.85,LC,4782,283658499.8,4960,LC,176343862.1,LC,168272033.7,LC,75256827.4,LC
Najas minor,Najas minor,2013,Least Concern,NA,NA,NA,NA,NA,NA,1840,Yes,39252058.74,2236,NT,21862615.42,LC,22595900.05,LC,14390352.38,LC,1204,7085234.967,1652,VU,2792589.395,LC,2792516.285,LC,2079706.505,LC,636,35151125.79,864,VU,17700074.61,LC,18540133.56,LC,12076844.58,LC
Rorippa microphylla,Nasturtium microphyllum,2013,Least Concern,NA,NA,NA,NA,NA,NA,1954,No,170921283,4664,LC,23540414.64,LC,25912233.49,LC,10883558.36,LC,1648,168970567.6,3936,LC,19546428.52,LC,24948989.23,LC,10466400.38,LC,306,167046120.1,976,VU,19767941.04,LC,20733911.3,LC,8895083.463,LC
Nasturtium officinale,Nasturtium officinale,2010,Least Concern,NA,NA,NA,NA,NA,NA,34552,Yes,340577594.5,54968,LC,249524354.4,LC,233868349.8,LC,101225354.2,LC,16542,324670654.2,28856,LC,110097330.9,LC,118365397.1,LC,47105223.58,LC,18010,340054241.6,33812,LC,249005385.7,LC,233004105.4,LC,100679826.8,LC
Navarretia leucocephala,Navarretia leucocephala,2015,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,8509.392025,20,EN,3779.581268,EN,3783.031469,EN,3783.031469,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8509.392025,20,EN,3779.581268,EN,3783.031469,EN,3783.031469,EN
Nelumbo lutea,Nelumbo lutea,2015,Least Concern,NA,NA,NA,NA,NA,NA,105,Yes,7501852.996,320,EN,3817364.986,LC,3781565.987,LC,2821492.694,LC,4,1839414.014,16,EN,438657.6707,LC,441301.3074,LC,441301.3074,LC,101,7037994.292,308,EN,3622238.595,LC,3582708.794,LC,2664214.437,LC
Neolloydia conoidea,Neolloydia conoidea,2009,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,95523.32624,16,EN,37744.9205,LC,39399.39192,LC,39399.39192,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,95523.32624,16,EN,37744.9205,LC,39399.39192,LC,39399.39192,LC
Neonotonia wightii,Neonotonia wightii,2010,Least Concern,NA,NA,NA,NA,NA,NA,109,Yes,134825017.6,376,EN,105894962,LC,126293781.3,LC,44343062.45,LC,35,99675326.49,124,EN,23258641.22,LC,24914762.68,LC,11924067.94,LC,74,109347779.8,260,EN,75425999.65,LC,122909984.2,LC,42754047.86,LC
Neottia cordata,Neottia cordata,2015,Least Concern,NA,NA,NA,NA,NA,NA,23224,Yes,51041862.36,45516,LC,36390046.23,LC,36512214.24,LC,23256753.46,LC,17574,48254034.73,35200,LC,32252792.43,LC,32710728.11,LC,20818336.52,LC,5650,40517972.56,12440,LC,29018695.43,LC,29061295.97,LC,16110089.19,LC
Neptunia plena,Neptunia plena,2010,Least Concern,NA,NA,NA,NA,NA,NA,5,No,18760376.94,16,EN,1824657.606,LC,2587350.812,LC,1410211.079,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,18760376.94,16,EN,1824657.606,LC,2587350.812,LC,1410211.079,LC
Nerium oleander,Nerium oleander,2012,Least Concern,NA,NA,NA,NA,NA,NA,4903,Yes,362597031.8,8344,LC,142645399.2,LC,147162038.2,LC,54231836.14,LC,1664,263733815.2,2300,NT,94628245.37,LC,101536437.9,LC,40881997.71,LC,3239,362597031.8,6632,LC,141918295.7,LC,146677244.3,LC,54057673.75,LC
Nitella flexilis,Nitella flexilis,2010,Least Concern,NA,NA,NA,NA,NA,NA,4128,No,6754938.396,6888,LC,3695229.121,LC,3482650.936,LC,2266668.25,LC,2385,6746773.239,4388,LC,3658324.297,LC,3445911.172,LC,2241302.892,LC,1743,4638033.358,2984,NT,2541837.333,LC,2470198.755,LC,1428082.156,LC
Nolina bigelovii,Nolina bigelovii,2018,Least Concern,332,332,EN,126341.62,126341.62,LC,49,Yes,86821.40758,128,EN,64458.77567,LC,64782.45445,LC,64782.45445,LC,1,0,4,CR,0,CR,0,CR,0,CR,48,80500.6579,128,EN,48929.42397,LC,49014.80357,LC,49014.80357,LC
Notholithocarpus densiflorus,Notholithocarpus densiflorus,2018,Least Concern,NA,NA,NA,193000,193000,LC,593,Yes,359195.3225,976,VU,184619.3754,LC,188577.657,LC,184619.856,LC,10,100851.4005,36,EN,25654.13016,NT,29601.27223,NT,29601.27223,NT,583,359195.3225,948,VU,184619.3754,LC,188577.657,LC,184619.856,LC
Nuphar pumila,Nuphar pumila,2015,Least Concern,NA,NA,NA,NA,NA,NA,2414,No,40019509.25,5696,LC,22578683.81,LC,24157396.46,LC,20832521.93,LC,2011,33417289.39,4860,LC,15180671.68,LC,16954801.6,LC,15022269,LC,403,39891576.9,1072,VU,22188226.79,LC,23775749.98,LC,20504600.49,LC
Nymphaea leibergii,Nymphaea leibergii,2015,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,570111.8035,20,EN,168185.1829,LC,160376.0927,LC,160376.0927,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,570111.8035,20,EN,168185.1829,LC,160376.0927,LC,160376.0927,LC
Nymphaea odorata,Nymphaea odorata,2015,Least Concern,NA,NA,NA,NA,NA,NA,360,Yes,68494507.75,1248,VU,49238908.46,LC,48305662.66,LC,20400594.16,LC,91,68494507.75,356,EN,39715856.22,LC,38731571.36,LC,16882744.27,LC,269,63326191.99,912,VU,27358462.49,LC,28402293.8,LC,12076999.66,LC
Nymphaea tetragona,Nymphaea tetragona,2010,Least Concern,NA,NA,NA,NA,NA,NA,1010,No,32924322.4,3056,LC,18397018.6,LC,16703090.29,LC,15543849.5,LC,899,13057712.12,2700,NT,8549059.844,LC,8318020.329,LC,8223351.729,LC,111,31865103.52,396,EN,11237956.46,LC,10217243.31,LC,9218353.75,LC
Nymphoides cordata,Nymphoides cordata,2015,Least Concern,NA,NA,NA,NA,NA,NA,8,Yes,414470.3636,28,EN,225125.9914,LC,225353.0423,LC,208257.2198,LC,1,0,4,CR,0,CR,0,CR,0,CR,7,414470.3636,24,EN,225125.9914,LC,225353.0423,LC,208257.2198,LC
Nymphoides parvifolia,Nymphoides parvifolia,2011,Least Concern,NA,NA,NA,NA,NA,NA,24,No,3968617.522,92,EN,1694090.725,LC,1683422.225,LC,1095513.798,LC,19,3968617.522,72,EN,1694090.725,LC,1683422.225,LC,1095513.798,LC,5,158690.4831,20,EN,78745.54807,LC,78552.26057,LC,76555.00097,LC
Nymphoides peltata,Nymphoides peltata,2013,Least Concern,NA,NA,NA,NA,NA,NA,14429,No,194138272.3,14500,LC,131828743.3,LC,121271836.7,LC,64912146.7,LC,10386,191982876.9,10852,LC,26614431.01,LC,26052145.76,LC,12023192.81,LC,4043,130342720.1,6048,LC,75184239.18,LC,70901306.96,LC,53266994.17,LC
Nyssa aquatica,Nyssa aquatica,2018,Least Concern,NA,NA,NA,NA,NA,NA,47,Yes,1445338.284,136,EN,901945.8135,LC,902615.3594,LC,901025.1628,LC,10,430344.3764,16,EN,72073.0756,LC,71467.37739,LC,71467.37739,LC,37,1445338.284,128,EN,901945.8135,LC,902615.3594,LC,901025.1628,LC
Nyssa ogeche,Nyssa ogeche,2018,Least Concern,NA,NA,NA,95594,95594,LC,11,Yes,20632.73881,12,EN,312.3499828,EN,314.7712851,EN,314.7712851,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,20632.73881,12,EN,312.3499828,EN,314.7712851,EN,314.7712851,EN
Nyssa sylvatica,Nyssa sylvatica,2018,Least Concern,NA,NA,NA,NA,NA,NA,471,Yes,39636885.42,1176,VU,16568353.32,LC,15222485.74,LC,3277571.852,LC,133,4026127.174,40,EN,976207.3466,LC,975931.3438,LC,653832.9181,LC,338,37682431.39,1132,VU,14984102.12,LC,13678015.97,LC,3035562.713,LC
Oclemena nemoralis,Oclemena nemoralis,2015,Least Concern,NA,NA,NA,NA,NA,NA,9,Yes,679651.9285,32,EN,413560.6336,LC,416520.2566,LC,399585.5048,LC,1,0,4,CR,0,CR,0,CR,0,CR,8,679651.9285,28,EN,413560.6336,LC,416520.2566,LC,399585.5048,LC
Oeceoclades maculata,Oeceoclades maculata,2009,Least Concern,NA,NA,NA,NA,NA,NA,29,Yes,94589256.59,64,EN,50849197.88,LC,50182377.05,LC,19552360.73,LC,15,8053757.382,20,EN,608455.2861,LC,602136.729,LC,235778.1767,LC,14,94589256.59,48,EN,48613806.93,LC,47851642.6,LC,18283755.93,LC
Oemleria cerasiformis,Oemleria cerasiformis,2019,Least Concern,NA,NA,NA,NA,NA,NA,809,Yes,18746534.21,1788,VU,8646934.915,LC,7937209.434,LC,6096782.437,LC,7,6941974.342,16,EN,2551542.261,LC,2415147.25,LC,1848436.728,LC,802,580064.5521,1772,VU,364899.645,LC,443197.7482,LC,423838.8842,LC
Oenanthe aquatica,Oenanthe aquatica,2013,Least Concern,NA,NA,NA,NA,NA,NA,40503,No,16224717.17,42848,LC,9962023.257,LC,9867097.744,LC,8909722.733,LC,30903,15667047.01,35252,LC,9661992.978,LC,9571294.216,LC,8646275.18,LC,9600,12657841.38,14832,LC,7183797.447,LC,7122591.187,LC,6204082.312,LC
Oenanthe sarmentosa,Oenanthe sarmentosa,2015,Least Concern,NA,NA,NA,NA,NA,NA,39,Yes,3989433.106,128,EN,954814.6254,LC,770324.7374,LC,588827.6398,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3989433.106,128,EN,954814.6254,LC,770324.7374,LC,588827.6398,LC
Olneya tesota,Olneya tesota,2018,Near Threatened,NA,NA,NA,494026,494026,LC,445,Yes,850790.4696,932,VU,398544.892,LC,389781.5126,LC,265958.9375,LC,3,84535.10584,8,CR,0,CR,0,CR,0,CR,442,850790.4696,912,VU,396183.5518,LC,387424.0404,LC,265461.7506,LC
Onoclea sensibilis,Onoclea sensibilis,2015,Least Concern,NA,NA,NA,NA,NA,NA,704,Yes,69999744.82,1916,VU,41811754.74,LC,46388115.44,LC,27823305.55,LC,66,43560468.86,176,EN,30581323.48,LC,31148580.63,LC,19983935.34,LC,638,62326004.53,1740,VU,37455345.33,LC,45231119.6,LC,26897204.21,LC
Opuntia basilaris,Opuntia basilaris,2010,Least Concern,NA,NA,NA,266000,266000,LC,43,Yes,373004.2681,156,EN,242014.7784,LC,242838.5278,LC,242838.5278,LC,5,259184.6257,20,EN,103562.8149,LC,103450.9972,LC,103450.9972,LC,38,367834.6762,140,EN,197233.8158,LC,197818.6686,LC,197818.6686,LC
Opuntia chlorotica,Opuntia chlorotica,2009,Least Concern,NA,NA,NA,NA,NA,NA,16,Yes,397486.854,24,EN,245804.0359,LC,258019.234,LC,205893.3967,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,397486.854,24,EN,245804.0359,LC,258019.234,LC,205893.3967,LC
Opuntia engelmannii,Opuntia engelmannii,2009,Least Concern,NA,NA,NA,NA,NA,NA,67,Yes,203386469.4,224,EN,48366350.6,LC,75036910.9,LC,29742710.87,LC,8,13883886.27,28,EN,257128.3064,LC,283395.6294,LC,100919.6716,LC,59,203386469.4,200,EN,48366350.52,LC,75036910.82,LC,29742710.79,LC
Opuntia fragilis,Opuntia fragilis,2010,Least Concern,NA,NA,NA,5000000,5000000,LC,15,Yes,3785541.806,60,EN,2077199.138,LC,1977314.626,LC,1974394.469,LC,1,0,4,CR,0,CR,0,CR,0,CR,14,3658868.866,56,EN,1950631.898,LC,1856643.959,LC,1853723.802,LC
Opuntia humifusa,Opuntia humifusa,2011,Least Concern,NA,NA,NA,720000,720000,LC,402,Yes,222693381.2,628,VU,83182441.31,LC,81525594.15,LC,33213332.33,LC,99,134880804.4,152,EN,7457601.878,LC,7722053.071,LC,2823133.262,LC,303,222693381.2,492,EN,83180158.5,LC,81523278.65,LC,33211016.83,LC
Opuntia littoralis,Opuntia littoralis,2010,Least Concern,NA,NA,NA,60000,60000,LC,14,Yes,701384.232,24,EN,26205.96989,NT,20622.42152,NT,17258.02282,VU,1,0,4,CR,0,CR,0,CR,NA,NA,13,701384.232,20,EN,24435.79503,NT,19302.25986,VU,15947.7058,VU
Opuntia macrocentra,Opuntia macrocentra,2009,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,482311.6452,20,EN,198253.7985,LC,196406.9638,LC,196406.9638,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,482311.6452,20,EN,198253.7985,LC,196406.9638,LC,196406.9638,LC
Opuntia macrorhiza,Opuntia macrorhiza,2009,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,7033088.699,12,EN,306336.7319,LC,326908.0641,LC,64528.39495,LC,1,0,4,CR,0,CR,0,CR,0,CR,4,7033088.699,12,EN,306336.7319,LC,326908.0641,LC,64528.39495,LC
Opuntia phaeacantha,Opuntia phaeacantha,2009,Least Concern,NA,NA,NA,NA,NA,NA,31,Yes,23170915.7,108,EN,9644981.925,LC,9136631.72,LC,4354164.459,LC,2,225.4966349,8,CR,0,CR,0,CR,0,CR,29,23170915.7,100,EN,9644981.925,LC,9136631.72,LC,4354164.459,LC
Opuntia polyacantha,Opuntia polyacantha,2009,Least Concern,NA,NA,NA,NA,NA,NA,34,Yes,2565632.94,120,EN,1647527.417,LC,1651666.005,LC,1651666.005,LC,3,103456.9767,12,EN,33879.15967,LC,33723.10277,LC,33723.10277,LC,31,2537236.001,112,EN,1633591.69,LC,1636439.129,LC,1636439.129,LC
Opuntia robusta,Opuntia robusta,2009,Least Concern,NA,NA,NA,NA,NA,NA,188,Yes,101638904.7,452,EN,19820101.91,LC,28598272.67,LC,8279412.096,LC,58,83735823.75,180,EN,5983428.417,LC,6600693.075,LC,1793854.892,LC,130,101044212.1,296,EN,18511264.05,LC,27599492.8,LC,7914383.5,LC
Opuntia rufida,Opuntia rufida,2009,Least Concern,NA,NA,NA,NA,NA,NA,10,Yes,165244.0988,40,EN,89608.11175,LC,91021.03481,LC,91021.03481,LC,2,325.8091418,8,CR,0,CR,0,CR,0,CR,8,165244.0988,32,EN,88645.01678,LC,90058.52147,LC,90058.52147,LC
Opuntia stricta,Opuntia stricta,2009,Least Concern,NA,NA,NA,NA,NA,NA,3876,Yes,279803214.5,9100,LC,147055032.1,LC,115085408.8,LC,46825096.5,LC,769,156613393.4,2108,NT,57601438.11,LC,62589354.3,LC,30405566.27,LC,3107,279803214.5,7316,LC,145990078.9,LC,115038330.2,LC,46784446.86,LC
Osmunda regalis,Osmunda regalis,2013,Least Concern,NA,NA,NA,NA,NA,NA,25080,Yes,281936632.3,25332,LC,145552765.8,LC,137639276.8,LC,49683603.85,LC,14787,54500161.81,18496,LC,44618996.17,LC,43930678.38,LC,14574227.8,LC,10293,281936632.3,12532,LC,137764594.5,LC,128062607.5,LC,48571583.21,LC
Ostrya virginiana,Ostrya virginiana,2013,Least Concern,NA,NA,NA,NA,NA,NA,77,Yes,11052087.54,256,EN,6468328.531,LC,6574455.625,LC,4130765.436,LC,7,3595905,16,EN,1307175.56,LC,1387395.176,LC,566372.5946,LC,70,10065613.04,240,EN,6133036.38,LC,6262870.285,LC,3819180.096,LC
Ottelia alismoides,Ottelia alismoides,2016,Least Concern,NA,NA,NA,NA,NA,NA,39,No,119665253.5,144,EN,47279442.38,LC,44192968.94,LC,23058059.36,LC,32,15856306.92,116,EN,6974743.198,LC,4369044.807,LC,1195160.991,LC,7,105186091.2,28,EN,39178747.44,LC,34916319.23,LC,20237867.18,LC
Oxydendrum arboreum,Oxydendrum arboreum,2018,Least Concern,NA,NA,NA,NA,NA,NA,219,Yes,19146396.45,664,VU,5221361.407,LC,4612914.88,LC,1142488.058,LC,12,233745.6244,28,EN,120430.9062,LC,121718.211,LC,121718.211,LC,207,19146396.45,648,VU,5221361.407,LC,4612914.88,LC,1142488.058,LC
Pachycereus schottii,Pachycereus schottii,2010,Least Concern,NA,NA,NA,NA,NA,NA,9,Yes,210372.2219,36,EN,109167.0923,LC,110622.4992,LC,48907.74522,LC,4,95848.52648,16,EN,31618.2353,LC,31952.3773,LC,13652.3779,VU,5,160735.3917,20,EN,62421.41417,LC,64243.7476,LC,31441.37095,LC
Pandanus tectorius,Pandanus tectorius,2018,Least Concern,NA,NA,NA,NA,NA,NA,329,Yes,147700112.1,1016,VU,85172579.2,LC,196638295.7,LC,57721517.48,LC,172,83238409.55,540,VU,51699424.24,LC,140186694.1,LC,37052751.97,LC,157,142861995.4,528,VU,78087692.88,LC,192404162.9,LC,57126787.15,LC
Panicum acuminatum,Panicum acuminatum,2015,Least Concern,NA,NA,NA,NA,NA,NA,212,Yes,15139288.03,272,EN,7976428.187,LC,7783676.639,LC,4138165.98,LC,25,792793.1406,64,EN,395140.6779,LC,394038.4769,LC,24140.76058,NT,187,15139288.03,216,EN,7976428.187,LC,7783676.639,LC,4138165.98,LC
Parkinsonia aculeata,Parkinsonia aculeata,2018,Least Concern,3080,3080,LC,43145423.46,43145423.46,LC,1297,Yes,275221607.8,3820,LC,180899899.4,LC,179304389,LC,61214249.94,LC,173,250601573.6,564,VU,173173516,LC,123891429.3,LC,44113570.63,LC,1124,273932573.4,3292,LC,178448229.2,LC,176197963.7,LC,60329928.62,LC
Parnassia fimbriata,Parnassia fimbriata,2015,Least Concern,NA,NA,NA,NA,NA,NA,38,Yes,7146602.866,148,EN,2939186.318,LC,2264735.793,LC,1956958.622,LC,4,918490.1006,16,EN,2700.776176,EN,3321.193041,EN,2764.866101,EN,34,7146602.866,132,EN,2938982.867,LC,2264735.793,LC,1956958.622,LC
Parnassia glauca,Parnassia glauca,2015,Least Concern,NA,NA,NA,NA,NA,NA,75,Yes,2283706.147,184,EN,1241782.705,LC,1223610.836,LC,1221263.932,LC,7,37064.12797,20,EN,1793.921668,EN,1779.102044,EN,1779.102044,EN,68,2283706.147,160,EN,1156125.491,LC,1132715.765,LC,1130368.86,LC
Parnassia kotzebuei,Parnassia kotzebuei,2015,Least Concern,NA,NA,NA,NA,NA,NA,20,Yes,12782585.97,68,EN,5406909.961,LC,14595391.4,LC,9022029.076,LC,6,240157.5064,24,EN,67145.45122,LC,70878.25742,LC,70788.96644,LC,14,6760970.556,44,EN,3221047.778,LC,3451906.685,LC,3300721.466,LC
Parnassia palustris,Parnassia palustris,2013,Least Concern,NA,NA,NA,NA,NA,NA,33168,Yes,130583440.2,36348,LC,90460333.74,LC,88224037.59,LC,59413271.16,LC,7649,69330830.66,11736,LC,45935625.12,LC,45250548.35,LC,29253489.96,LC,25519,127938831.5,27772,LC,89476542.53,LC,86734555.44,LC,58680544.3,LC
Paspalidium geminatum,Paspalidium geminatum,2012,Least Concern,NA,NA,NA,NA,NA,NA,20,No,1159218.285,56,EN,97956.48244,LC,100098.86780000001,LC,43907.87709,LC,18,3495.661005,40,EN,1729.098633,EN,1731.167321,EN,1731.167321,EN,2,0,4,CR,0,CR,0,CR,0,CR
Paspalum conjugatum,Paspalum conjugatum,2010,Least Concern,NA,NA,NA,NA,NA,NA,204,Yes,176258403.4,600,VU,108179289.9,LC,159175986.9,LC,50485768.39,LC,70,100461507.4,268,EN,42839881.83,LC,83398079.06,LC,28977744.86,LC,134,176258403.4,336,EN,101012295.7,LC,104258936.5,LC,37310426.94,LC
Paspalum distichum,Paspalum distichum,2015,Least Concern,NA,NA,NA,NA,NA,NA,10818,Yes,380427427.1,15204,LC,241389332.3,LC,187018252.6,LC,80794144.85,LC,6989,259635670.2,9800,LC,97472217.45,LC,105982907.3,LC,44483596.84,LC,3829,360579656.5,6476,LC,235618099.1,LC,178674632.9,LC,77846115.67,LC
Paspalum scrobiculatum,Paspalum scrobiculatum,2012,Least Concern,NA,NA,NA,NA,NA,NA,1666,Yes,244860866.8,4560,LC,134177169.7,LC,133413502.7,LC,48663884.85,LC,1097,115670172.8,3184,LC,39012024.58,LC,42577820.78,LC,19421497.84,LC,569,236648442.7,1388,VU,132257703.1,LC,131331267.5,LC,47961330.22,LC
Paspalum vaginatum,Paspalum vaginatum,2012,Least Concern,NA,NA,NA,NA,NA,NA,943,Yes,268575318.6,1888,VU,187205798.8,LC,202281594.3,LC,61316213.9,LC,443,188361286.3,832,VU,87155500.48,LC,158416153.1,LC,55591810.43,LC,500,268575318.6,1080,VU,180911977.2,LC,154480929.6,LC,52824229.12,LC
Pedicularis groenlandica,Pedicularis groenlandica,2015,Least Concern,NA,NA,NA,NA,NA,NA,104,Yes,11077018.56,336,EN,6328241.178,LC,6083284.927,LC,5988949.392,LC,4,4984846.581,16,EN,1198476.928,LC,1287192.015,LC,1287192.015,LC,100,11077018.56,324,EN,6328241.178,LC,6083284.927,LC,5988949.392,LC
Pedicularis labradorica,Pedicularis labradorica,2015,Least Concern,NA,NA,NA,NA,NA,NA,29,Yes,35478202.76,112,EN,19917188.91,LC,40236607.65,LC,27517112.31,LC,2,5436249.957,8,CR,0,CR,0,CR,0,CR,27,34154163.96,100,EN,19521721.94,LC,40236607.65,LC,27517112.31,LC
Pedicularis lanceolata,Pedicularis lanceolata,2015,Least Concern,NA,NA,NA,NA,NA,NA,31,Yes,1348525.555,88,EN,484959.2657,LC,496884.2633,LC,496884.2633,LC,1,0,4,CR,0,CR,0,CR,0,CR,30,1314603.756,84,EN,323602.539,LC,336609.734,LC,336609.734,LC
Pedicularis palustris,Pedicularis palustris,2013,Least Concern,NA,NA,NA,NA,NA,NA,37110,Yes,39324118.1,69156,LC,24348269.49,LC,24457514.71,LC,17750798.85,LC,26903,29733325.29,55792,LC,20115155.3,LC,19583882.96,LC,17612644.74,LC,10207,27194996.65,18740,LC,13972705.03,LC,14313819.17,LC,8078296.924,LC
Pedicularis parviflora,Pedicularis parviflora,2015,Least Concern,NA,NA,NA,NA,NA,NA,32,Yes,18182952.79,124,EN,5446448.427,LC,14575152.89,LC,9532598.162,LC,22,4523773.136,88,EN,1925462.482,LC,1683701.293,LC,1677502.561,LC,10,10977339.16,40,EN,1421758.008,LC,8075798.08,LC,5055944.08,LC
Pedicularis sudetica,Pedicularis sudetica,2015,Least Concern,NA,NA,NA,NA,NA,NA,62,Yes,30050221.23,208,EN,17685349.02,LC,25914856.59,LC,16729239.45,LC,15,55884.99882,44,EN,30390.19826,LC,29735.12688,NT,29735.12688,NT,47,29186338.03,160,EN,17636666.63,LC,25142495.16,LC,16449403.88,LC
Pediocactus nigrispinus,Pediocactus nigrispinus,2010,Least Concern,NA,NA,NA,NA,NA,NA,14,Yes,14444.65625,28,EN,8162.043174,VU,8353.143413,VU,8353.143413,VU,1,0,4,CR,0,CR,0,CR,0,CR,13,14444.65625,24,EN,7024.345287,VU,7092.158178,VU,7092.158178,VU
