query_name,recordType,elementGlobalId,scientificName,primaryCommonName,classificationStatus,roundedGRank,gRank
Utricularia amethystina,SPECIES,137174,Utricularia amethystina,Florida Purple Bladderwort,Standard,G5,G5?
Utricularia cornuta,SPECIES,158697,Utricularia cornuta,Horned Bladderwort,Standard,G5,G5
Utricularia foliosa,SPECIES,136424,Utricularia foliosa,Leafy Bladderwort,Standard,G5,G5
Utricularia geminiscapa,SPECIES,138607,Utricularia geminiscapa,Hidden-fruit Bladderwort,Standard,G4,G4G5
Utricularia gibba,SPECIES,861102,Utricularia gibba,Humped Bladderwort,Standard,G5,G5
Utricularia intermedia,SPECIES,152008,Utricularia intermedia,Flatleaf Bladderwort,Standard,G5,G5
Utricularia juncea,SPECIES,139431,Utricularia juncea,Southern Bladderwort,Standard,G5,G5
Utricularia ochroleuca,SPECIES,145556,Utricularia ochroleuca,Northern Bladderwort,Standard,G4,G4G5
Utricularia purpurea,SPECIES,141236,Utricularia purpurea,Purple Bladderwort,Standard,G5,G5
Utricularia radiata,SPECIES,129999,Utricularia radiata,Small Swollen Bladderwort,Standard,G4,G4
Utricularia resupinata,SPECIES,146380,Utricularia resupinata,Northeastern Bladderwort,Standard,G4,G4
Utricularia subulata,SPECIES,140741,Utricularia subulata,Zigzag Bladderwort,Standard,G5,G5
Vaccinium arboreum,SPECIES,139991,Vaccinium arboreum,Farkleberry,Standard,G5,G5
Vaccinium oxycoccos,SPECIES,153122,Vaccinium oxycoccos,Small Cranberry,Standard,G5,G5
Valeriana dioica,SPECIES,157994,Valeriana dioica,Wood Valerian,Standard,G5,G5
Valeriana uliginosa,SPECIES,156903,Valeriana uliginosa,Marsh Valerian,Standard,G4,G4
Vallesia glabra,SPECIES,156233,Vallesia glabra,Pearlberry,Standard,G5,G5?
Vallisneria americana,SPECIES,138062,Vallisneria americana,Eel-grass,Standard,G5,G5
Ventenata dubia,SPECIES,134144,Ventenata dubia,Ventenata,Standard,GNR,GNR
Veronica americana,SPECIES,136385,Veronica americana,American Speedwell,Standard,G5,G5
Veronica catenata,SPECIES,135521,Veronica catenata,Sessile Water-speedwell,Provisional,G5,G5
Veronica peregrina,SPECIES,134955,Veronica peregrina,Purslane Speedwell,Standard,G5,G5
Veronica scutellata,SPECIES,155066,Veronica scutellata,Marsh Speedwell,Standard,G5,G5
Veronica serpyllifolia,SPECIES,131307,Veronica serpyllifolia,Thymeleaf Speedwell,Standard,G5,G5
Viburnum lentago,SPECIES,137333,Viburnum lentago,Nannyberry,Standard,G5,G5
Viburnum nudum,SPECIES,154233,Viburnum nudum,Possum-haw Viburnum,Standard,G5,G5
Viburnum prunifolium,SPECIES,141845,Viburnum prunifolium,Smooth Blackhaw,Standard,G5,G5
Viburnum recognitum,SPECIES,159187,Viburnum recognitum,Northern Arrow-wood,Standard,G4,G4G5
Viburnum rufidulum,SPECIES,159679,Viburnum rufidulum,Rusty Blackhaw,Standard,G5,G5
Vicia lathyroides,SPECIES,145453,Vicia lathyroides,Spring Vetch,Standard,GNR,GNR
Vigna luteola,SPECIES,160219,Vigna luteola,Wild Cow-pea,Standard,G5,G5
Viola chamissoniana,SPECIES,152900,Viola chamissoniana,`Olopu,Standard,G2,G2G3
Viola lanceolata,SPECIES,141474,Viola lanceolata,Lanceleaf Violet,Standard,G5,G5
Viola macloskeyi,SPECIES,132510,Viola macloskeyi,Smooth White Violet,Standard,G5,G5
Viola nephrophylla,SPECIES,154954,Viola nephrophylla,Northern Bog Violet,Standard,G5,G5
Viola palustris,SPECIES,157505,Viola palustris,Alpine Marsh Violet,Standard,G5,G5
Viola renifolia,SPECIES,154297,Viola renifolia,Kidneyleaf White Violet,Standard,G5,G5
Vulpia octoflora,SPECIES,152879,Vulpia octoflora,Slender 8-flowered Fescue,Standard,G5,G5
Washingtonia filifera,SPECIES,131363,Washingtonia filifera,California Fan Palm,Standard,G4,G4
Wilkesia gymnoxiphium,SPECIES,129016,Wilkesia gymnoxiphium,Iliau,Standard,G2,G2
Wolffia borealis,SPECIES,130509,Wolffia borealis,Dotted Watermeal,Standard,G5,G5
Wolffia brasiliensis,SPECIES,154468,Wolffia brasiliensis,Pointed Watermeal,Standard,G5,G5
Wolffia columbiana,SPECIES,145488,Wolffia columbiana,Columbian Watermeal,Standard,G5,G5
Woodwardia areolata,SPECIES,129577,Woodwardia areolata,Netted Chainfern,Standard,G5,G5
Woodwardia virginica,SPECIES,144664,Woodwardia virginica,Virginia Chainfern,Standard,G5,G5
Ximenia americana,SPECIES,157254,Ximenia americana,Tallow-wood,Standard,G5,G5
Xyris difformis,SPECIES,142949,Xyris difformis,Carolina Yellow-eyed-grass,Standard,G5,G5
Xyris montana,SPECIES,146522,Xyris montana,Northern Yellow-eyed-grass,Standard,G5,G5
Yucca baccata,SPECIES,152617,Yucca baccata,Fleshy-fruit Yucca,Standard,G5,G5
Yucca baileyi,SPECIES,157215,Yucca baileyi,Bailey's Yucca,Standard,G4,G4G5
Yucca faxoniana,SPECIES,142531,Yucca faxoniana,Faxon's Yucca,Standard,G4,G4
Yucca filamentosa,SPECIES,154684,Yucca filamentosa,Common Yucca,Standard,G5,G5
Yucca glauca,SPECIES,129794,Yucca glauca,Small Soapweed Yucca,Standard,G5,G5
Yucca necopina,SPECIES,154241,Yucca necopina,Brazos River Yucca,Standard,G1,G1G2
Yucca pallida,SPECIES,158524,Yucca pallida,Twistleaf Yucca,Standard,G3,G3G4
Yucca reverchonii,SPECIES,134029,Yucca reverchonii,San Angelo Yucca,Standard,G3,G3
Yucca rupicola,SPECIES,142129,Yucca rupicola,Twist-leaf Yucca,Standard,G5,G5
Zannichellia palustris,SPECIES,147401,Zannichellia palustris,Horned Pondweed,Standard,G5,G5
Zanthoxylum americanum,SPECIES,133451,Zanthoxylum americanum,Northern Prickly-ash,Standard,G5,G5
Zanthoxylum clava-herculis,SPECIES,157110,Zanthoxylum clava-herculis,Southern Prickly-ash,Standard,G4,G4
Zanthoxylum fagara,SPECIES,129832,Zanthoxylum fagara,Lime Prickly-ash,Standard,G4,G4G5
Zanthoxylum flavum,SPECIES,145188,Zanthoxylum flavum,Yellow-head,Standard,G3,G3
Zeuxine strateumatica,SPECIES,134844,Zeuxine strateumatica,Soldier's Orchid,Standard,GNR,GNR
Zingiber zerumbet,SPECIES,159334,Zingiber zerumbet,Bitter Ginger,Standard,GNR,GNR
Zizania aquatica,SPECIES,150875,Zizania aquatica,Eastern Wild Rice,Standard,G5,G5
Zizania palustris,SPECIES,142393,Zizania palustris,Northern Wild Rice,Standard,G5,G5
Zostera marina,SPECIES,132381,Zostera marina,Seawrack,Standard,G5,G5
