datasetKey,nOccurrencesInDerivedDataset
e6f2325a-af8d-4935-9f10-163e87f472bf,1808
e6fb3d46-977a-4deb-99be-e8493024feb2,147
e707e6da-e143-445d-b41d-529c4a777e8b,12884
e87e14f1-76e9-48a1-8378-98cc909eb301,372
e99c1b37-f7b7-4316-9749-fc9d4f3dfc0b,556
ea04653c-58f5-4f14-9ed0-39f85871f1db,153
ea0c5060-7b9b-49c6-abb5-0a02e1428c0a,1
ea410929-015a-4093-9c7e-7be2482668c9,138
eae096ac-c585-4234-99cb-b32e7c517604,1
eaf3bb91-2997-4304-b9f9-d9e5d9ad00ac,4
eb4b2590-2eb1-4e9d-b543-aef0ed9f4dee,47
eb605c7a-a91c-4ab8-a588-85d0ccb2be9e,10031
eb808ca1-4e48-4a8d-ac9b-676838db5bf0,47
eb9f8323-02f8-4e10-a9e6-48fca6cb3f72,135
ebab0e47-ba39-488a-b6ed-62415f212e08,52
ebb766c1-6036-4b58-a0cb-ad8c35c03850,53
ebce2473-2911-4b9b-b8bb-364a99bdc478,12
ebf3c079-f88e-4b85-bcc5-f568229e68f3,82
ebfe41de-79a4-492c-bd72-5c25e41237be,2418
ecb800ca-503d-4762-ad64-9b34a5710bee,69
ed1fba28-8548-48ba-8e1b-a331282df518,3
ed29555c-f0d2-4ec7-84f5-86c20f2d52d2,5
ed4b684e-68c9-4d82-88c0-a916f3175d44,3
ed5fc1c1-5a36-4ae0-a208-b7b89c8aacf7,48
ed7d4c25-b00a-4b7f-b84b-1f5286bfba8f,271
eda0e170-a39f-44fc-9c03-cce4f7417df7,12
edd017b6-bf00-4b00-93ad-9789c42a36b1,137
edd76a7a-64e0-4008-a741-105ecd67e339,946
ee37f1cd-9359-4d8f-ad7e-22e3ac4a740c,335
ee3e4241-ae07-4e5d-9966-d432ec0cda79,28
ee71be2d-16e5-460d-967c-9f4602417fd4,12
eec78796-b97a-4edd-b1e7-16fd76006789,3
ef2605dc-a8f4-4ce5-a12f-4b5112a56a36,734
ef2ce669-2030-40a9-95a8-5dc0b6e991ad,42
ef6e0754-8bf2-4854-9aa3-3a2a1a90810b,5794
ef9fca55-a303-458a-b95d-eeff0e8cce46,494
efb3f1a0-43d5-4ae6-a58f-4fd61043756a,4008
efb9eac6-38c2-4c49-a4a3-598fd2a9f982,204
efde0b80-02d6-4e50-9e6a-4b4329bfeec6,28
f0382d17-cd3b-437b-8cce-488ecd300c45,99
f06ed729-104f-4e51-9db3-dfd9b228a1be,17172
f0a99f2c-2670-4ae8-8b9f-8661e02a33a8,151
f0c4c2ef-7b93-4b7b-b77d-51e5aff9baf1,4
f0c74a2c-4bd8-49d0-837a-92bb835fd2f3,846
f1277dd4-84c5-4e84-b300-d5a7ac3c1edd,183
f145c27d-b1c3-4136-85b1-c21674d2d1c3,5452
f16589a9-1c6e-4e91-b683-d5018aed4b81,1263
f184506e-9dbd-4361-8f33-278b9cd2710d,218
f1bd95c5-c819-4e8d-9872-bbd3c160cbe6,7
f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e,26812
f240817c-23f3-4a8f-b32e-97833663fd4d,2
f26cab28-9d52-4e97-b22b-f9fc179745b2,71
f2b6763d-931a-4ffc-b92f-3d9b5db3f3d3,6
f2e389da-39c3-4f21-8d72-b7d574d924a9,337316
f3e7c1f2-ada4-4169-9d0d-3d798392dfee,19
f412ff44-1b43-4ca1-8e10-86b34cd82da5,60
f423fae4-1af6-42d6-b9ef-407e3fdd4683,231
f4c99a6b-4993-4bfb-acbc-952315842215,105
f5477e1b-bd64-4725-823c-4e4f548b3ec7,11
f5aa5a9f-30b8-4dc5-a5b5-b6ff106354f8,171
f5b325e5-4c25-4dd3-a028-297c685b3327,7
f5d17a6d-5b53-4bac-b952-d6503839aed7,2
f6094efe-26ec-4bb8-9a30-5de911277c47,9
f60e31a5-dc12-44c1-8358-098f131cd141,21505
f6167095-e371-4e71-8841-4d0e45093efe,49
f61e69d1-e79f-4ccb-bd92-56a7cefcf1e4,555
f674de32-f52a-4e4b-a89b-a7b227f4495a,843
f67742e5-8643-4c5e-9c77-950e4ec16241,3
f689e53c-3e30-4dc0-a1dd-0799902d2f11,1
f69687da-edff-43a7-be3a-6ec8a6f80a1d,2
f6b72f89-09c9-4805-be09-96198ab19050,103
f7c496b0-9300-11da-8596-b8a03c50a862,488
f7fd7255-5be6-48cf-b76a-821cb84aa93f,1071
f870ac2b-3b10-4ce9-a512-fad62bcddc32,228
f8de3f7e-0325-4a15-aab4-3412f428676e,234
f946666e-67dc-4848-9fa8-2162f3559e33,37316
f99a4d39-ac4b-4c79-baa8-1f29c6e6916a,9
fa59b787-f93e-480d-9e85-bbd638ac4d0f,10
fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2,784
fb62063b-faee-4c51-b126-1546f1c1a93a,2
fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9,12
fb98e53c-add6-4870-b745-db11cbea753d,758
fbae5895-bc21-4331-93f8-bf8905f33e04,443
fbaea48e-35ff-490c-a108-20ae943ea03f,27
fc313d17-3233-47e1-90ef-2609542dedd3,5
fc355172-2a32-4b83-a0dc-1800ae9f563e,1
fc7cca53-4b48-415a-9d31-9c9b71659697,6
fcfe8243-b388-4199-9e07-012512f42cc8,1121
fd683b66-1c8c-40d2-b4c4-8996a70f0eb6,146
fd7cda6d-0bdb-44ed-9319-010c286d4633,2761
fda694ce-fb23-4c47-b765-4cd7d8b4d43d,35
fdbbb939-ee0b-4c6e-8eb3-15ed92177306,37
fdbbecb9-3e8b-4fbe-aca4-bde861e63e8a,14
fddb5997-0587-4585-88af-57855f120908,32
fdf9e526-bd9b-48e9-bf2d-8f9b0a923066,13
fe4baa57-8f75-472b-982a-7711e3739873,1114
fe9fd170-3d00-413c-bbf1-3130e51f2635,151
feb41318-374b-4ed6-b61e-0369993abedc,1203
fec1c4bf-f8f3-4a8b-bd1e-ab5d31f9834e,602
ff66e6e8-dcb0-4e51-89b1-545ab1161877,14
ff7d3d4a-6c31-4876-8339-a1794f7d0316,1266
ff8ebaf8-a7b4-4911-ab5f-d0ebf3221e66,72
