scientificName,gbif_name,iucn_assessment_year,iucn_redlist_category,AOO.range,AOO_assessment,AOO_assessment_cat,EOO.range,EOO_assessment,EOO_assessment_cat,NOP,GBIF_points_in_NA,MER,AOOkm2,AOOcat,EOOkm2,EOOcat,EOOkm2_manual,EOO_manual_cat,EOOkm2_clipped,EOO_clipped_cat,NOP_old,MER_old,AOOkm2_old,AOOcat_old,EOOkm2_old,EOOcat_old,EOOkm2_manual_old,EOO_manual_old_cat,EOOkm2_clipped_old,EOO_clipped_old_cat,NOP_recent,MER_recent,AOOkm2_recent,AOOcat_recent,EOOkm2_recent,EOOcat_recent,EOOkm2_manual_recent,EOO_manual_recent_cat,EOOkm2_clipped_recent,EOO_clipped_recent_cat,overClassified,underClassified,correctlyClassified,5,8,"NA",11,7,2,1,9,4,6,3,10,12,Tree,Shrub,Succulent,Graminoid,Forb or Herb,Annual,Geophyte,Moss/Hydrophyte,Vines/Epiphyte/Lithophyte,Fern,EOOcat_long
Juncus balticus,Juncus balticus,2015,Least Concern,NA,NA,NA,NA,NA,NA,5583,Yes,44079471.4573533,7668,LC,23582479.9171854,LC,25104582.939612426,LC,12413952.272494653,LC,3520,22324443.3406224,5504,LC,11496771.1882877,LC,12597185.00410905,LC,3898112.423168428,LC,2063,44044641.5827047,3376,LC,23383567.8170475,LC,24871632.875738982,LC,12228687.592129199,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Juncus biglumis,Juncus biglumis,2015,Least Concern,NA,NA,NA,NA,NA,NA,6181,Yes,48806476.932898,17156,LC,31790596.7535472,LC,30419533.34498063,LC,19883510.97159246,LC,5163,31108781.7139394,14824,LC,23184119.7535155,LC,22801790.302909005,LC,16983215.505397044,LC,1018,40057343.2538433,2856,NT,20020378.9171483,LC,17407424.06366471,LC,8001724.120185929,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Juncus brachycephalus,Juncus brachycephalus,2015,Least Concern,NA,NA,NA,NA,NA,NA,12,Yes,32024.8410227482,32,EN,15942.1426280934,VU,15981.107088888246,VU,15981.107088888246,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,32024.8410227482,32,EN,15942.1426280934,VU,15981.107088888246,VU,15981.107088888246,VU,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Vulnerable
Juncus bufonius,Juncus bufonius,2016,Least Concern,NA,NA,NA,NA,NA,NA,33903,Yes,385767756.795121,68748,LC,308757077.47365,LC,269266445.9608908,LC,119630164.96496929,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33903,385767756.795121,68748,LC,308757077.47365,LC,269266445.9608908,LC,119630164.96496929,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Least Concern
Juncus bulbosus,Juncus bulbosus,2013,Least Concern,NA,NA,NA,NA,NA,NA,29408,No,239118821.777702,49480,LC,74660675.4341485,LC,72798497.69714792,LC,32937473.545866005,LC,513,170611273.195832,1452,VU,34420988.1638812,LC,34521871.75644103,LC,16879165.715334006,LC,28895,238828834.494679,49124,LC,74622977.590619,LC,72758800.13932148,LC,32910491.437382735,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Least Concern
Juncus canadensis,Juncus canadensis,2015,Least Concern,NA,NA,NA,NA,NA,NA,58,Yes,8528080.92433683,72,EN,2746977.50884576,LC,2594861.667373983,LC,1004429.023086637,LC,1,0,4,CR,0,CR,0,CR,0,CR,57,8528080.92433683,68,EN,2746977.50884576,LC,2594861.667373983,LC,1004429.023086637,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Juncus compressus,Juncus compressus,2013,Least Concern,NA,NA,NA,NA,NA,NA,25127,No,25820647.3976658,55756,LC,17715856.6359332,LC,17570118.772787478,LC,16099055.08936497,LC,15599,25597031.4268137,38244,LC,17688973.5026663,LC,17544279.834105283,LC,16081684.82300395,LC,9528,10977484.4396988,22544,LC,7289253.42601266,LC,7207508.114989732,LC,6058960.538584112,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Least Concern
Juncus conglomeratus,Juncus conglomeratus,2013,Least Concern,NA,NA,NA,NA,NA,NA,7303,No,11646405.8221412,16832,LC,7163816.21652389,LC,7040028.961784078,LC,5099665.171688423,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7303,11646405.8221412,16832,LC,7163816.21652389,LC,7040028.961784078,LC,5099665.171688423,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Juncus dudleyi,Juncus dudleyi,2015,Least Concern,NA,NA,NA,NA,NA,NA,25,Yes,12272740.5512587,76,EN,5089546.48824882,LC,5253921.5669136895,LC,1350890.2131299376,LC,12,100.594228431934,36,EN,62.2701600390205,CR,62.19292037831684,CR,62.19292037831684,CR,13,11736119.2975606,40,EN,4842005.99367175,LC,5005021.42710596,LC,1101990.0733222098,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Juncus filiformis,Juncus filiformis,2013,Least Concern,NA,NA,NA,NA,NA,NA,36336,Yes,55341205.662334204,69740,LC,34321700.1952535,LC,34801230.688637465,LC,24245690.57589185,LC,17165,12430600.7604341,34288,LC,7422302.23757921,LC,6994333.703140729,LC,4267551.02284242,LC,19171,55133744.1700484,40564,LC,34288692.607415,LC,34761526.65668069,LC,24241626.61615986,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Least Concern
Juncus hybridus,Juncus hybridus,2013,Least Concern,NA,NA,NA,NA,NA,NA,9306,No,9703562.22148174,16360,LC,5720138.37096467,LC,5525446.114976045,LC,3769959.833732528,LC,8668,9315249.8652267,15480,LC,5165837.89594044,LC,4759612.795401983,LC,3356003.432334947,LC,638,6882560.51778506,1468,VU,4389502.73145509,LC,4198237.499419608,LC,2535067.1891538138,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Least Concern
Juncus inflexus,Juncus inflexus,2013,Least Concern,NA,NA,NA,NA,NA,NA,18143,No,9769862.71945863,28792,LC,6583370.93520793,LC,6657849.260442623,LC,4823450.262764524,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18143,9769862.71945863,28792,LC,6583370.93520793,LC,6657849.260442623,LC,4823450.262764524,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Juncus marginatus,Juncus marginatus,2015,Least Concern,NA,NA,NA,NA,NA,NA,9,Yes,2549868.20253767,36,EN,1569460.5427291,LC,1575905.092349078,LC,1575905.092349078,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2549868.20253767,36,EN,1569460.5427291,LC,1575905.092349078,LC,1575905.092349078,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Juncus mertensianus,Juncus mertensianus,2015,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,5033796.69402796,16,EN,45996.2521114932,LC,458449.6640565749,LC,436293.59373142297,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5033796.69402796,16,EN,45996.2521114932,LC,458449.6640565749,LC,436293.59373142297,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Juncus militaris,Juncus militaris,2015,Least Concern,NA,NA,NA,NA,NA,NA,6,Yes,606434.705277714,24,EN,214266.591004112,LC,217080.37902719493,LC,163974.43888395085,LC,1,0,4,CR,0,CR,0,CR,0,CR,5,605469.567946143,20,EN,213958.653953069,LC,216771.21578482457,LC,163665.2756415805,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Juncus minutulus,Juncus minutulus,2013,Least Concern,NA,NA,NA,NA,NA,NA,1669,No,35469100.2922168,5396,LC,20101518.9465753,LC,19477121.92735251,LC,17659563.286695924,LC,1340,17219403.5335873,4456,LC,13010396.1567169,LC,12718219.826182393,LC,12263504.85420938,LC,329,8408571.78110849,1068,VU,2622032.29957368,LC,2516931.5438763364,LC,1741245.4146710532,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Least Concern
Juncus nodosus,Juncus nodosus,2015,Least Concern,NA,NA,NA,NA,NA,NA,6,Yes,997410.241599243,20,EN,364051.298229239,LC,336392.9369200615,LC,336392.9369200615,LC,2,548637.642366511,8,CR,0,CR,0,CR,0,CR,4,400513.135771801,12,EN,47548.9328638515,LC,34871.719394327134,LC,34871.719394327134,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Juncus pelocarpus,Juncus pelocarpus,2015,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,63787.429373759,16,EN,9513.38362132759,VU,9401.514077656844,VU,9401.514077656844,VU,2,49446.606037859,8,CR,0,CR,0,CR,0,CR,2,6892.64925907184,8,CR,0,CR,0,CR,0,CR,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Vulnerable
Juncus stygius,Juncus stygius,2015,Least Concern,NA,NA,NA,NA,NA,NA,4626,Yes,33738309.7256669,12960,LC,18425849.863929,LC,20021563.305475004,LC,13141892.592396457,LC,4151,32605750.7485097,11484,LC,17863365.8032437,LC,19267061.674939793,LC,12806922.356523715,LC,475,24669248.3622318,1660,VU,11707023.8774088,LC,12969432.764378782,LC,6129142.314921157,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Juncus triglumis,Juncus triglumis,2015,Least Concern,NA,NA,NA,NA,NA,NA,11410,Yes,75140602.0835699,21968,LC,40411795.6614417,LC,36966611.30489152,LC,26974882.803799093,LC,7813,56589707.122999,17404,LC,34303443.4020628,LC,30944372.584813774,LC,26190543.572848037,LC,3597,37242997.8664624,6124,LC,17939468.6410735,LC,15197707.72306132,LC,6803161.245211716,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Juniperus ashei,Juniperus ashei,2011,Least Concern,NA,NA,NA,420000,420000,LC,19,Yes,368791.248986974,72,EN,28271.6095974664,NT,28951.64243165088,NT,28951.64243165088,NT,1,0,4,CR,0,CR,0,CR,0,CR,18,368791.248986974,68,EN,28271.6095974664,NT,28951.64243165088,NT,28951.64243165088,NT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Near Threatened
Juniperus californica,Juniperus californica,2011,Least Concern,2016,2016,NT,100000,100000,LC,22,Yes,798526.555127936,80,EN,297985.527999292,LC,299142.1312748208,LC,278970.0905794202,LC,3,194809.989648577,12,EN,97186.3763318175,LC,96098.889231946785,LC,91368.58780551067,LC,19,437927.720112584,68,EN,115960.258101859,LC,117033.76886136527,LC,105569.79664311069,LC,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Juniperus deppeana,Juniperus deppeana,2011,Least Concern,NA,NA,NA,NA,NA,NA,121,Yes,2500664.69248157,140,EN,748218.856531769,LC,764089.8066963285,LC,764089.8066963285,LC,105,1665153.13499249,84,EN,415582.657968026,LC,421116.9922764702,LC,421116.9922764702,LC,16,2489525.75411891,56,EN,711877.37446349906,LC,728213.3879785783,LC,728213.3879785783,LC,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Juniperus flaccida,Juniperus flaccida,2011,Least Concern,NA,NA,NA,NA,NA,NA,10,Yes,793814.048357767,36,EN,394014.658519986,LC,390503.14579068805,LC,390503.14579068805,LC,1,0,4,CR,0,CR,0,CR,0,CR,9,516047.594439903,32,EN,259024.690929471,LC,262261.9866869075,LC,262261.9866869075,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Juniperus horizontalis,Juniperus horizontalis,2011,Least Concern,NA,NA,NA,NA,NA,NA,22,Yes,225770797.529917,84,EN,81692334.9167285,LC,58319284.55317492,LC,27689411.505694885,LC,4,7540365.15826765,16,EN,3702577.26590801,LC,3679559.506971291,LC,1592478.953939554,LC,18,225770797.529917,68,EN,81692334.9167285,LC,58319284.55317492,LC,27689411.505694885,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Least Concern
Juniperus monosperma,Juniperus monosperma,2011,Least Concern,22500,22500,LC,578880,578880,LC,4,Yes,1549025.5126122,16,EN,279220.846128742,LC,307398.29806967254,LC,307398.29806967254,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1549025.5126122,16,EN,279220.846128742,LC,307398.29806967254,LC,307398.29806967254,LC,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Juniperus occidentalis,Juniperus occidentalis,2011,Least Concern,NA,NA,NA,NA,NA,NA,22,Yes,549493.87434356,72,EN,238382.027371314,LC,284948.4579830924,LC,284948.4579830924,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,549493.87434356,72,EN,238382.027371314,LC,284948.4579830924,LC,284948.4579830924,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Juniperus osteosperma,Juniperus osteosperma,2011,Least Concern,NA,NA,NA,NA,NA,NA,36,Yes,379921.329228477,120,EN,290969.45641615,LC,289768.98190889,LC,289768.98190889,LC,2,172.146212044457,8,CR,0,CR,0,CR,0,CR,34,373363.974220024,120,EN,288980.560686615,LC,287776.1956484341,LC,287776.1956484341,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Juniperus scopulorum,Juniperus scopulorum,2011,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,19774070.2876562,44,EN,8287969.56372,LC,7562990.195420418,LC,5381882.568736699,LC,2,0.00302246790047414,8,CR,0,CR,0,CR,NA,NA,17,19773914.8672555,44,EN,8287934.31754203,LC,7562947.672061279,LC,5381869.055687237,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Juniperus virginiana,Juniperus virginiana,2011,Least Concern,NA,NA,NA,NA,NA,NA,440,Yes,243715927.044933,644,VU,109115314.553108,LC,117050728.50546491,LC,57712788.08265212,LC,40,19451880.781607,132,EN,6222942.66441689,LC,6547378.460036348,LC,1290824.1272277879,LC,400,243715927.044933,536,VU,109056063.054422,LC,117050728.50546491,LC,57712788.08265212,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Justicia americana,Justicia americana,2015,Least Concern,NA,NA,NA,NA,NA,NA,74,Yes,3461892.5606832,276,EN,1728272.95014627,LC,1732571.8584551162,LC,1732571.8584551162,LC,6,2886732.65647299,24,EN,652758.240373581,LC,645996.6137932204,LC,645996.6137932204,LC,68,3320601.46540058,252,EN,1684509.86807934,LC,1686312.1084807871,LC,1686312.1084807871,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Kalmia latifolia,Kalmia latifolia,2018,Least Concern,NA,NA,NA,NA,NA,NA,990,Yes,27658749.2245713,2964,NT,5474796.55540488,LC,4057891.4070943836,LC,1310628.4022718784,LC,28,1469173.7581822,112,EN,602594.727178123,LC,602547.1524576878,LC,591713.7671779946,LC,962,27658749.2245713,2880,NT,5415755.94907177,LC,3998934.867809275,LC,1251671.8629867737,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Kalmia microphylla,Kalmia microphylla,2015,Least Concern,NA,NA,NA,NA,NA,NA,65,Yes,6552839.02400198,208,EN,2812735.37475447,LC,3154205.6879999195,LC,2897496.7835625857,LC,5,844633.420505196,16,EN,42211.7893260698,LC,38798.69227256431,LC,37856.12508983901,LC,60,6552839.02400198,192,EN,2808301.74760981,LC,3152616.940310382,LC,2897246.716566107,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Least Concern
Kalmia polifolia,Kalmia polifolia,2015,Least Concern,NA,NA,NA,NA,NA,NA,90,Yes,17509907.0914929,328,EN,11805240.4029061,LC,11607308.252255376,LC,7042359.009955936,LC,21,16177495.1229072,80,EN,10657358.5298792,LC,10469092.59597288,LC,6494423.4546646895,LC,69,13346813.7197141,256,EN,7237702.32968576,LC,6767025.4730567075,LC,3816590.9917000313,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Least Concern
Karwinskia humboldtiana,Karwinskia humboldtiana,2018,Least Concern,4532.00,4532,LC,3219390.55,3219390.55,LC,178,Yes,1947676.55737069,540,VU,1297424.33903797,LC,1313221.4022242972,LC,1155217.98601763,LC,45,300386.334187481,104,EN,64209.1312956365,LC,67702.94992307304,LC,67702.94992307304,LC,133,1947676.55737069,448,EN,1297244.54930773,LC,1313040.6013146841,LC,1155037.1851080167,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Koeberlinia spinosa,Koeberlinia spinosa,2018,Least Concern,1032.00,1032,VU,3183546.95,3183546.95,LC,145,Yes,2486952.15611364,468,EN,1595949.66874023,LC,1585387.9796767635,LC,1457644.1702173804,LC,29,1792595.00392378,36,EN,546749.976034971,LC,506322.8391915355,LC,506322.83919153456,LC,116,2395712.0729351,428,EN,1565832.80767799,LC,1553840.5448490423,LC,1426096.7356726425,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Koenigia islandica,Koenigia islandica,2015,Least Concern,NA,NA,NA,NA,NA,NA,3311,No,58913778.614465,7640,LC,32569261.1870492,LC,29958617.650513772,LC,24110922.770145394,LC,2743,49044881.2293099,7084,LC,26390645.2350315,LC,23802878.626469888,LC,18449339.335926972,LC,568,27767664.8694337,708,VU,17356954.3031813,LC,17505836.366736606,LC,12972731.811382852,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Kosteletzkya pentacarpos,Kosteletzkya pentacarpos,2013,Least Concern,NA,NA,NA,NA,NA,NA,565,Yes,22431473.8567163,264,EN,7814727.36715301,LC,7897609.815409633,LC,1198468.2647526956,LC,70,18571738.3538122,120,EN,5239268.93440036,LC,5392627.336189392,LC,961389.4932885028,LC,495,17346997.2679601,212,EN,5427539.80777127,LC,5328858.748701978,LC,718100.52360321,LC,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Krugiodendron ferreum,Krugiodendron ferreum,2019,Least Concern,1460-7700,1460,VU,5339120,5339120,LC,79,Yes,3609049.05714094,160,EN,1675198.17214275,LC,1690581.345568845,LC,284599.02835445426,LC,16,1068366.91326091,60,EN,328963.247071664,LC,327975.9920302286,LC,39088.98837593584,LC,63,3489992.34497103,96,EN,1558652.92784332,LC,1581126.480848094,LC,284346.79549330845,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Laguncularia racemosa,Laguncularia racemosa,2007,Least Concern,NA,NA,NA,NA,NA,NA,42,Yes,49780090.9143691,152,EN,28397757.7222289,LC,28636013.38519345,LC,8589521.307453867,LC,18,8674045.31823614,60,EN,1922597.92551397,LC,1896171.3382453755,LC,461289.9220548764,LC,24,49780090.9143691,92,EN,28397757.7222289,LC,28636013.38519345,LC,8589521.307453867,LC,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Larix laricina,Larix laricina,2011,Least Concern,NA,NA,NA,NA,NA,NA,92,Yes,20984216.0240918,312,EN,11311365.4029107,LC,10874691.956460029,LC,5659829.337180922,LC,7,5706071.60270615,28,EN,2108722.32690691,LC,2040013.7066391567,LC,917662.6825720223,LC,85,20984216.0240918,280,EN,10946752.1060451,LC,10190882.242552897,LC,5577606.6053061355,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Larix lyallii,Larix lyallii,2011,Least Concern,NA,NA,NA,NA,NA,NA,22,Yes,387157.404760351,72,EN,228675.978845907,LC,229390.61923005735,LC,229390.61923005735,LC,2,15676.7008911818,8,CR,0,CR,0,CR,0,CR,20,295846.526337525,68,EN,184772.209389372,LC,186895.7756073972,LC,186895.7756073972,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Larix occidentalis,Larix occidentalis,2011,Least Concern,NA,NA,NA,NA,NA,NA,7,Yes,219998.556678017,28,EN,123867.829647163,LC,123896.82374457596,LC,123896.82374457596,LC,1,0,4,CR,0,CR,0,CR,0,CR,6,186752.028239175,24,EN,110013.709358532,LC,110145.22545214929,LC,110145.22545214929,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Lasiacis divaricata,Lasiacis divaricata,2009,Least Concern,NA,NA,NA,NA,NA,NA,17,No,10895831.1658178,68,EN,4758779.9401524,LC,4050168.0991651528,LC,2490181.104351725,LC,6,1279918.41508834,24,EN,68812.6240328378,LC,76657.03365566954,LC,52592.56203742008,LC,11,2012450.997243,44,EN,164732.537112264,LC,152529.82972530593,LC,3681.1760634141538,EN,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Least Concern
Lasthenia glaberrima,Lasthenia glaberrima,2015,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,8622.43074678705,20,EN,4120.78705035428,EN,4116.75492274313,EN,4116.75492274313,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8622.43074678705,20,EN,4120.78705035428,EN,4116.75492274313,EN,4116.75492274313,EN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Endangered
Lathyrus angulatus,Lathyrus angulatus,2018,Least Concern,2092,2092,NT,2971742,2971742,LC,3220,Yes,263705813.650775,3472,LC,80574992.6943497,LC,79247904.82638083,LC,34906292.093546055,LC,1008,151674058.456309,2408,NT,18509103.2173514,LC,20098666.49699966,LC,9173146.819023162,LC,2212,262821856.237396,1304,VU,79796987.921268,LC,78191676.68858454,LC,34540071.957033515,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Least Concern
Lathyrus aphaca,Lathyrus aphaca,2018,Least Concern,2060,2060,NT,14284413,14284413,LC,14299,Yes,75316707.733607,19916,LC,42427673.0735374,LC,44323392.743651174,LC,23829213.301765397,LC,9635,18670876.0935307,15316,LC,11634174.2010868,LC,11863159.135437118,LC,5669531.088978931,LC,4664,68094365.8762095,7988,LC,38845748.7894116,LC,39689723.384606384,LC,21147240.264654413,LC,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Least Concern
Lathyrus cicera,Lathyrus cicera,2018,Least Concern,4672,4672,LC,14357963,14357963,LC,4805,Yes,40402948.9430953,6512,LC,21637500.4027823,LC,23609555.626436748,LC,9185730.41269325,LC,2484,11054101.6986819,3468,LC,6391755.22399532,LC,6656165.653958375,LC,3933689.498341103,LC,2321,26319167.5456472,4084,LC,15261154.812306,LC,15872495.150349978,LC,5909078.61386296,LC,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Least Concern
Lathyrus hirsutus,Lathyrus hirsutus,2018,Least Concern,5620,5620,LC,13659708,13659708,LC,9162,Yes,43351159.8039138,13164,LC,20498220.6464497,LC,22114324.130840868,LC,9970479.457814906,LC,4545,9975603.44954664,9128,LC,4974978.96597523,LC,5093159.999317804,LC,2348129.6991840852,LC,4617,42120197.3842532,5948,LC,20269401.7652404,LC,21302343.437257413,LC,9695513.462925984,LC,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Least Concern
Lathyrus japonicus,Lathyrus japonicus,2018,Least Concern,1556,1556,VU,21959875,21959875,LC,7469,Yes,98398764.5158422,9204,LC,72534222.9298644,LC,71373107.86170596,LC,47098210.68071045,LC,3524,75997777.3827718,5116,LC,55416785.6273268,LC,55688718.705814384,LC,36911569.70299529,LC,3945,97904354.254736,5728,LC,72320492.0040953,LC,71134967.3368006,LC,46981984.09159018,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Least Concern
Lathyrus latifolius,Lathyrus latifolius,2018,Least Concern,6360,6360,LC,4082550,4082550,LC,29704,Yes,343688904.36769,43396,LC,207633707.892106,LC,196753644.87460244,LC,74942760.27871811,LC,15792,334411967.723981,25776,LC,120980324.558052,LC,122090671.74558923,LC,51107191.66600463,LC,13912,343688904.36769,23244,LC,207631968.247,LC,195453948.2982952,LC,74262710.91243829,LC,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Lathyrus palustris,Lathyrus palustris,2018,Least Concern,4652,4652,LC,30923097,30923097,LC,15593,Yes,79691364.6158257,20668,LC,57639054.8728271,LC,57134581.95424829,LC,36624914.094820626,LC,10037,57587326.5082879,17368,LC,30924002.89941,LC,31046236.65043205,LC,18119136.50185742,LC,5556,79662452.6787811,5604,LC,57557989.7898718,LC,57063034.28336123,LC,36592901.39901748,LC,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Lathyrus rotundifolius,Lathyrus rotundifolius,2018,Near Threatened,144,144,EN,405962,405962,LC,79,No,6481513.77186236,96,EN,2861291.1956624,LC,2799219.723552656,LC,2447236.6586394124,LC,11,1334771.31068061,12,EN,10421.5209063174,VU,10832.168668820988,VU,8669.857304568752,VU,68,5188114.56977447,92,EN,850086.221238202,LC,977165.9082246224,LC,779469.9297844457,LC,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Least Concern
Lathyrus sphaericus,Lathyrus sphaericus,2018,Least Concern,2504,2504,NT,11464274,11464274,LC,7036,Yes,46652668.3871201,6896,LC,27739142.8044119,LC,28299990.198260996,LC,12143553.675576173,LC,3141,4496873.13688675,4420,LC,3069965.71666401,LC,3024838.7519299914,LC,1905350.1701788339,LC,3895,45869229.1157026,3740,LC,27431497.0354278,LC,27856885.777736887,LC,11901611.453058023,LC,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Least Concern
